Axe_X,Axe_Y,Name,Cluster
-3.214562501969683,4.1983303991385394,	Onyx ,7
-6.445245283194819,-0.842789053007181, Samir Loussif ,2
-3.866128538687731,4.633624816238238, zero (personnage de jeu),7
-4.4729303433856575,-2.031950562199746,123,8
-6.445245283194819,-0.842789053007181,A rien lol,8
2.3545117345650417,-1.280791264862353,aa,6
0.33118570790410534,-2.047811427972811,Abe Shinzo ,6
-6.343962529214957,-0.8251233137537878,Abel ,9
6.684458692066324,-5.137627163855772,Abel Jabri,4
-0.8743323696500347,-4.293021874976805,Abel Jabri (apiculteur de l'INSA),7
-6.445245283194819,-0.842789053007181,Abigail Marston ,7
-3.1778066630761748,6.684529608760609,Abraracourcix,2
5.702240009632867,9.174475940217002,Actarus,5
-0.066501965758064,-3.945518425865976,Ada Lovelace (comtesse brittanique programmeuse),0
-1.0291378179942565,-3.5425935931979105,Adam Ondra,6
2.7315558483819062,-3.996890297225918,Adele,4
10.792073419213015,-1.1629365403667693,AdÃ©mar Prothon (Ã©tudiant INSA),7
1.4630672439215107,9.167372318859437,Adibou,9
23.121966979448462,1.7635718074443063,Adolf Hitler,7
-2.708510884286186,5.649080037880362,Aelita Stones ,5
-0.563869393525074,7.4162928180653065,Agent 47,6
-6.445245283194819,-0.842789053007181,Ahmed Chawki ,1
-6.445245283194819,-0.842789053007181,Ahmed mansour ,2
-2.4134455735686893,3.9864216490998388,Ahri (jeu League of Legends),0
-1.3948896890971767,-2.5389585425528534,AimÃ© CÃ©saire (Ã©crivain),8
-6.445245283194819,-0.842789053007181,Aissa Mandi	 ,7
-0.3120853476762189,-2.1595287107747407,Aja Naomi King (actrice amÃ©ricaine),4
9.034347127405594,13.915205509143469,Akinator,0
-2.2665796100867386,-1.71124094463625,Al Capone (gangster amÃ©ricain),3
-0.19839815850263443,-1.8298637719743782,Al-Khwarizmi (mathÃ©maticien arabe du 10e siÃ¨cle),4
12.901900275711721,13.6896666599631,Aladdin,3
7.698991942535138,-7.704948459015634,Alain Delon,4
0.6300753924152385,-5.072247126284483,Alain JuppÃ©,1
4.18338285889808,-7.464344088341489,Alain Le Boulch,6
8.67103381259224,-7.2825562437104585,Alain Prost,9
4.563816535549522,-6.081025973481731,Alain Soral (Essayiste),5
8.27871507841396,-2.445568556194748,Alan Turing,0
0.9291078096287763,-3.2501612187622886,Alan Walker (DJ  britannico-norvÃ©gien),3
-4.365343517237346,5.539038531118704,Albator,6
-0.9182354785628057,-4.24238683964806,Albert Camus,7
35.67842321281723,6.54984082126138,Albert Einstein,5
-0.5860580913591478,-4.281497294257218,Albert Jacquard (biologiste franÃ§ais),7
-2.0946735562033223,3.931215974077065,Albus Dumbledore (personnage de Harry Potter),9
-3.9798101678248377,3.7469241049226296,Alduin (personnage de Skyrim),6
-6.065404213456047,-1.002333478251578,Aleister Crowley ,4
-2.932993585972623,4.13771519347266,Alex (Totally Spies),4
-0.5565686005336892,-4.5471058892904095,Alex Keryhuel (Ã©tudiant INSA),5
-0.08308189647142744,-3.539400373493227,Alex Thompson,7
-2.842988629463434,3.4221563472867773,Alex Vaus (Personnage de serie TV:Orange is the new black),1
-0.4398044103736535,-5.037115395368667,Alexandre Benalla,6
-0.1970904378977535,-3.4990772110804103,Alexandre Lacazette,0
6.457674302754508,-2.063226235251098,Alexandre le Grand ,0
-0.21302422847007135,-3.2009840800811684,Alfred Hitchcock,7
-2.85903734670254,3.9935194586913996,Alice (du livre Alice au pays des merveilles),3
-1.1118795557496048,-3.2592226204647843,allison pineau (joueuse de handball),4
-2.2095351341065625,5.629697854121413,Aloy (Horizon : zero dawn),7
1.9279964701504277,-2.7567135323465175,alphonse MarÃ§ay,8
-3.5157849860299453,5.641746057153645,Altair,5
-6.445245283194819,-0.842789053007181,Amadou Toumani TourÃ© ,4
-1.2118280574962337,-1.4677565565330122,Amaterasu (dÃ©esse japonaise du soleil),7
-6.445245283194819,-0.842789053007181,Amaterasu Okami ,2
-0.4599826805565144,-2.6576576605813567,Ambroise ParÃ©,2
0.5285149097164424,-4.312640989681335,Amelia Earhart,8
-0.07779286202052493,-3.284312729118662,AmÃ©lie Mauresmo,9
5.284364658550082,-4.422451659244106,Amine Harit (footballeur),3
-6.445245283194819,-0.842789053007181,Amiral Yamamoto ,7
-6.318716409107613,-0.8007976923854475,Amy Reid ,1
2.4973479608929967,12.113231899619922,Anakin Skywalker,0
-1.1856274332353738,-3.652773795599584,AndrÃ© Malraux,5
-6.445245283194819,-0.842789053007181,AndrÃ© Mathevet ,8
-6.445245283194819,-0.842789053007181,Andrew Martin ,3
-3.040177715443717,5.498880308618809,Andrew Wiggins (personnage livre),4
-3.2120983561719045,4.151707952743827,Anduin Wrynn,1
-6.445245283194819,-0.842789053007181,Andy ,2
-0.5104557793145785,-2.215875064444827,Andy Serkis (acteur brittanique),1
11.710039197704608,-4.890184407097168,Angela Merkel,9
-0.11485717967364883,-1.7752255212876298,Angelina Jolie (actrice),3
-6.445245283194819,-0.842789053007181,Anissa ,4
4.249877408892248,-5.037522417997742,Anne de Bretagne,8
-6.0674383430114975,-0.7285467167989202,Anne Hidalgo ,0
2.4921377078487277,-5.292545904198365,Annie Cordy,0
-6.085258692443076,-0.7949659746362127,Ant-man ,4
-3.805424184769967,5.858848821853402,Ant-man (super hÃ©ros Marvel),8
-0.20301655490367268,-4.018350749110566,Anthony Cornet (rameur barreur franÃ§ais),1
-6.445245283194819,-0.842789053007181,Anti-venom ,9
0.7188254145945085,-4.524443324551424,Antoine Albeau (sportif (planche Ã  voile) francais le plus titrÃ© ,8
-6.445245283194819,-0.842789053007181,Antoine Barrier ,7
3.8061490477486157,-5.20698252390743,Antoine Daniel (vidÃ©aste web),9
10.311218418406899,-5.274403186634814,Antoine de Caunes ,8
12.424408247904662,-1.4803216435867101,Antoine Griezmann (Footballeur franÃ§ais),7
7.249810966088526,-5.90306356332967,Antonin Fleury,9
-6.445176612330146,-0.8427962417354348,Apu Nahasapeemapetilon ,6
-6.266683517495281,-0.04825956508660015,Aquarius ,8
-1.007742542941842,9.342032914914931,Aragorn (Le Seigneur des Anneaux),7
-3.1545481945590983,5.35010199340468,ArÃ¨s (dieu grec de la guerre),8
-1.0435261016869872,-3.0056019258179294,Ariana Grande (chanteuse amÃ©ricaine),2
-2.432470916536117,3.496733666072009,Ariane,4
