1,82E-01;0,18204207;;;
1,03E-01;0,285529765;;;
3,86E-02;0,324159739;;;
3,09E-02;0,355092023;;;
2,60E-02;0,381063224;;;
2,17E-02;0,402786197;;;
2,16E-02;0,424388823;;;
1,85E-02;0,442842672;;;
1,63E-02;0,4591333;;;
1,41E-02;0,47326416;;;
1,27E-02;0,485982117;;;
1,16E-02;0,49761536;;;
1,12E-02;0,508790199;;;
1,10E-02;0,519774507;;;
9,33E-03;0,529106349;;;
9,24E-03;0,538351313;;;
8,69E-03;0,547041499;;;
8,34E-03;0,555383706;;;
7,95E-03;0,563331485;;;
7,39E-03;0,570720006;;;
7,28E-03;0,578003149;;;
7,02E-03;0,585025804;;;
6,91E-03;0,591938757;;;
6,49E-03;0,598426715;;;
6,28E-03;0,604707137;;;
6,14E-03;0,610843143;;;
5,61E-03;0,61645532;;;
5,45E-03;0,621902197;;;
5,21E-03;0,62711209;;;
5,16E-03;0,632267665;;;
4,98E-03;0,637247374;;;
4,73E-03;0,641980671;;;
4,69E-03;0,646672176;;;
4,55E-03;0,65122677;;;
4,40E-03;0,655624117;;;
4,29E-03;0,65991106;;;
4,25E-03;0,664160523;;;
4,18E-03;0,668344643;;;
4,01E-03;0,672350345;;;
3,91E-03;0,676262216;;;
3,87E-03;0,680128643;;;
3,78E-03;0,683906917;;;
3,74E-03;0,68764451;;;
3,66E-03;0,691302976;;;
3,60E-03;0,694906458;;;
3,56E-03;0,698466688;;;
3,49E-03;0,701961146;;;
3,43E-03;0,705389609;;;
3,34E-03;0,70873327;;;
3,30E-03;0,712036082;;;
3,22E-03;0,715259956;;;
3,20E-03;0,71845964;;;
3,17E-03;0,721628042;;;
3,11E-03;0,724741409;;;
3,05E-03;0,72779059;;;
2,99E-03;0,730782655;;;
2,97E-03;0,733750174;;;
2,95E-03;0,736695809;;;
2,92E-03;0,739610976;;;
2,90E-03;0,742513607;;;
2,83E-03;0,745338855;;;
2,81E-03;0,748146237;;;
2,78E-03;0,75092559;;;
2,70E-03;0,753628068;;;
2,68E-03;0,7563128;;;
2,67E-03;0,758979654;;;
2,62E-03;0,761595287;;;
2,60E-03;0,764198369;;;
2,57E-03;0,766766035;;;
2,54E-03;0,769309109;;;
2,53E-03;0,771843069;;;
2,50E-03;0,774341484;;;
2,46E-03;0,776804581;;;
2,43E-03;0,779238824;;;
2,42E-03;0,781662341;;;
2,38E-03;0,784042651;;;
2,37E-03;0,786415847;;;
2,34E-03;0,788755253;;;
2,29E-03;0,791049688;;;
2,27E-03;0,793316073;;;
2,23E-03;0,795543894;;;
2,21E-03;0,797750585;;;
2,20E-03;0,799947119;;;
2,16E-03;0,802109086;;;
2,13E-03;0,804238705;;;
2,12E-03;0,806362944;;;
2,08E-03;0,808438223;;;
2,06E-03;0,810499019;;;
2,05E-03;0,812545384;;;
2,01E-03;0,814556302;;;
