title,choice,id,parent_id,depth
Ton personnage est-il policier ou détective ?,p,1291769,1289582,8
Est-ce que ton personnage est un animal ?,o,1292863,1292862,8
Ton personnage est-il méchant ? ,n,1293956,1292862,8
Est-ce que ton personnage est un animal ?,p,1295049,1292862,8
Ton personnage est-il policier ou détective ?,o,1296143,1296142,8
Ton personnage est-il méchant ? ,n,1297236,1296142,8
Ton personnage est-il policier ou détective ?,p,1298329,1296142,8
Ton personnage est-il policier ou détective ?,o,1299424,1299423,8
Est-ce que ton personnage est un animal ?,n,1300517,1299423,8
Ton personnage est-il policier ou détective ?,p,1301610,1299423,8
Ton personnage a-t-il joué dans des westerns ?,o,1302704,1302703,8
Ton personnage est-il méchant ? ,n,1303797,1302703,8
Ton personnage a-t-il joué dans des westerns ?,p,1304890,1302703,8
Est-ce que ton personnage est un animal ?,o,1305984,1305983,8
Ton personnage est-il policier ou détective ?,n,1307077,1305983,8
Ton personnage a-t-il la peau blanche ?,p,1308170,1305983,8
Ton personnage est-il un tueur ?,o,1309268,1309267,8
Ton personnage est-il une jolie femme ?,n,1310220,1309267,8
Ton personnage possède-t-il des armes ?,p,1311232,1309267,8
Ton personnage possède-t-il des armes ?,o,1312290,1312289,8
Ton personnage a-t-il un prénom hors du commun ?,n,1313383,1312289,8
Ton personnage a-t-il des cheveux ?,p,1314476,1312289,8
Ton personnage possède-t-il des armes ?,o,1315570,1315569,8
Ton personnage a-t-il un prénom hors du commun ?,n,1316663,1315569,8
Ton personnage a-t-il des cheveux ?,p,1317756,1315569,8
Ton personnage a-t-il une épée ?,o,1318851,1318850,8
Ton personnage a-t-il un prénom hors du commun ?,n,1319944,1318850,8
Ton personnage possède-t-il des armes ?,p,1321037,1318850,8
Ton personnage a-t-il une épée ?,o,1322131,1322130,8
Ton personnage a-t-il des cheveux ?,n,1323224,1322130,8
Ton personnage possède-t-il des armes ?,p,1324317,1322130,8
Ton personnage a-t-il une épée ?,o,1325411,1325410,8
Ton personnage a-t-il des cheveux ?,n,1326504,1325410,8
Ton personnage possède-t-il des armes ?,p,1327597,1325410,8
Ton personnage a-t-il une épée ?,o,1328692,1328691,8
Ton personnage a-t-il un prénom hors du commun ?,n,1329785,1328691,8
Ton personnage possède-t-il des armes ?,p,1330878,1328691,8
Ton personnage a-t-il une épée ?,o,1331972,1331971,8
Ton personnage a-t-il un prénom hors du commun ?,n,1333065,1331971,8
Ton personnage possède-t-il des armes ?,p,1334158,1331971,8
Ton personnage a-t-il une épée ?,o,1335252,1335251,8
Ton personnage a-t-il des cheveux ?,n,1336345,1335251,8
Ton personnage possède-t-il des armes ?,p,1337438,1335251,8
Ton personnage est-il un tueur ?,o,1338534,1338533,8
Ton personnage a-t-il joué dans des westerns ?,n,1339627,1338533,8
Ton personnage a-t-il joué dans des westerns ?,p,1340720,1338533,8
Ton personnage est-il un tueur ?,o,1341814,1341813,8
Ton personnage a-t-il joué dans des westerns ?,n,1342907,1341813,8
Ton personnage a-t-il joué dans des westerns ?,p,1344000,1341813,8
Ton personnage est-il un tueur ?,o,1345094,1345093,8
Ton personnage est-il une fille ?,n,1346187,1345093,8
Ton personnage est-il une fille ?,p,1347280,1345093,8
Ton personnage est-il masculin ?,o,1348375,1348374,8
Ton personnage a-t-il un prénom hors du commun ?,n,1349468,1348374,8
Ton personnage est-il masculin ?,p,1350561,1348374,8
Ton personnage est-il masculin ?,o,1351655,1351654,8
Ton personnage a-t-il des cheveux ?,n,1352748,1351654,8
Ton personnage est-il masculin ?,p,1353841,1351654,8
Ton personnage est-il masculin ?,o,1354935,1354934,8
Ton personnage a-t-il des cheveux ?,n,1356028,1354934,8
Ton personnage est-il masculin ?,p,1357121,1354934,8
Ton personnage est-il méchant ? ,o,1358216,1358215,8
Ton personnage est-il méchant ? ,n,1359309,1358215,8
Ton personnage est-il méchant ? ,p,1360402,1358215,8
Ton personnage est-il un tueur ?,o,1361496,1361495,8
Ton personnage a-t-il un prénom hors du commun ?,n,1362589,1361495,8
Ton personnage a-t-il un prénom hors du commun ?,p,1363682,1361495,8
Ton personnage est-il méchant ? ,o,1364776,1364775,8
Ton personnage est-il méchant ? ,n,1365869,1364775,8
Ton personnage est-il une fille ?,p,1366962,1364775,8
Ton personnage a-t-il un prénom hors du commun ?,o,1368058,1368057,8
Ton personnage est-il méchant ? ,n,1369151,1368057,8
Ton personnage a-t-il un prénom hors du commun ?,p,1370244,1368057,8
Ton personnage est-il méchant ? ,o,1371338,1371337,8
Ton personnage est-il masculin ?,n,1372431,1371337,8
Ton personnage est-il masculin ?,p,1373524,1371337,8
Ton personnage a-t-il un prénom hors du commun ?,o,1374618,1374617,8
Ton personnage a-t-il un prénom hors du commun ?,n,1375711,1374617,8
Ton personnage a-t-il un prénom hors du commun ?,p,1376804,1374617,8
Ton personnage possède-t-il des armes ?,o,1377899,1377898,8
Ton personnage est-il méchant ? ,n,1378992,1377898,8
Ton personnage est-il méchant ? ,p,1380085,1377898,8
Ton personnage est-il méchant ? ,o,1381179,1381178,8
Ton personnage est-il policier ou détective ?,n,1382272,1381178,8
Ton personnage est-il policier ou détective ?,p,1383365,1381178,8
Ton personnage est-il méchant ? ,o,1384459,1384458,8
Ton personnage est-il méchant ? ,n,1385552,1384458,8
Ton personnage est-il méchant ? ,p,1386645,1384458,8
Ton personnage a-t-il un prénom hors du commun ?,o,1387740,1387739,8
Ton personnage a-t-il un prénom hors du commun ?,n,1388833,1387739,8
Ton personnage a-t-il un prénom hors du commun ?,p,1389926,1387739,8
Ton personnage est-il méchant ? ,o,1391020,1391019,8
Ton personnage a-t-il des cheveux ?,n,1392113,1391019,8
Ton personnage a-t-il des cheveux ?,p,1393206,1391019,8
Ton personnage a-t-il la peau blanche ?,o,1394300,1394299,8
Ton personnage a-t-il la peau blanche ?,n,1395393,1394299,8
Ton personnage est-il policier ou détective ?,p,1396486,1394299,8
Ton personnage a-t-il un prénom hors du commun ?,o,1397583,1397582,8
Ton personnage a-t-il des yeux ?,n,1398253,1397582,8
Ton personnage a-t-il des yeux ?,p,1399346,1397582,8
Ton personnage a-t-il un prénom hors du commun ?,o,1400440,1400439,8
Ton personnage a-t-il un prénom hors du commun ?,n,1401338,1400439,8
Ton personnage a-t-il un prénom hors du commun ?,p,1402287,1400439,8
Ton personnage est-il un tueur ?,o,1403357,1403356,8
Ton personnage est-il un tueur ?,n,1404450,1403356,8
Ton personnage est-il un tueur ?,p,1405486,1403356,8
Ton personnage a-t-il un prénom hors du commun ?,o,1406581,1406580,8
Ton personnage a-t-il un prénom hors du commun ?,n,1407650,1406580,8
Ton personnage a-t-il des cheveux ?,p,1408743,1406580,8
Ton personnage a-t-il plus de 35 ans ?,o,1409837,1409836,8
Ton personnage a-t-il des yeux ?,n,1410930,1409836,8
Ton personnage a-t-il des yeux ?,p,1412023,1409836,8
Ton personnage a-t-il un prénom hors du commun ?,o,1413117,1413116,8
Ton personnage a-t-il des yeux ?,n,1414210,1413116,8
Ton personnage a-t-il des yeux ?,p,1415303,1413116,8
Ton personnage a-t-il plus de 35 ans ?,o,1416398,1416397,8
Ton personnage a-t-il des yeux ?,n,1417491,1416397,8
Ton personnage a-t-il la peau blanche ?,p,1418518,1416397,8
Ton personnage est-il un tueur ?,o,1419612,1419611,8
Ton personnage a-t-il des yeux ?,n,1420621,1419611,8
Ton personnage est-il un personnage de série télévisée ?,p,1421714,1419611,8
Ton personnage a-t-il la peau blanche ?,o,1422808,1422807,8
Ton personnage a-t-il un prénom hors du commun ?,n,1423901,1422807,8
Ton personnage est-il un personnage de série télévisée ?,p,1424994,1422807,8
Ton personnage a-t-il des cheveux ?,o,1426090,1426089,8
Ton personnage a-t-il des cheveux ?,n,1427183,1426089,8
Ton personnage a-t-il des cheveux ?,p,1428276,1426089,8
Ton personnage a-t-il un prénom hors du commun ?,o,1429370,1429369,8
Ton personnage a-t-il un prénom hors du commun ?,n,1430463,1429369,8
Ton personnage a-t-il un prénom hors du commun ?,p,1431556,1429369,8
Ton personnage a-t-il des cheveux ?,o,1432650,1432649,8
Ton personnage a-t-il des cheveux ?,n,1433743,1432649,8
Ton personnage a-t-il des cheveux ?,p,1434836,1432649,8
Ton personnage a-t-il un prénom hors du commun ?,o,1435931,1435930,8
Ton personnage a-t-il un prénom hors du commun ?,n,1437024,1435930,8
Ton personnage a-t-il un prénom hors du commun ?,p,1438117,1435930,8
Ton personnage est-il masculin ?,o,1439211,1439210,8
Ton personnage a-t-il des yeux ?,n,1440304,1439210,8
Ton personnage a-t-il des yeux ?,p,1441397,1439210,8
Ton personnage est-il masculin ?,o,1442491,1442490,8
Est-ce que ton personnage a une apparence animale ?,n,1443584,1442490,8
Est-ce que ton personnage a une apparence animale ?,p,1444677,1442490,8
Est-ce que ton personnage a une apparence animale ?,o,1445772,1445771,8
Ton personnage a-t-il un enfant ? ,n,1446865,1445771,8
Est-ce que ton personnage a une apparence animale ?,p,1447958,1445771,8
Ton personnage est-il masculin ?,o,1449052,1449051,8
Ton personnage a-t-il des yeux ?,n,1450145,1449051,8
Ton personnage a-t-il des yeux ?,p,1451238,1449051,8
Ton personnage est-il masculin ?,o,1452332,1452331,8
Ton personnage a-t-il un prénom hors du commun ?,n,1453425,1452331,8
Ton personnage fait-il des combats ?,p,1454518,1452331,8
Est-ce que ton personnage a une apparence animale ?,o,1455614,1455613,8
Ton personnage est-il masculin ?,n,1456707,1455613,8
Ton personnage est-il masculin ?,p,1457800,1455613,8
Ton personnage est-il un tueur ?,o,1458894,1458893,8
Ton personnage est-il un tueur ?,n,1459978,1458893,8
Ton personnage est-il une fille ?,p,1461071,1458893,8
Est-ce que ton personnage a une apparence animale ?,o,1462165,1462164,8
Ton personnage est-il masculin ?,n,1463258,1462164,8
Ton personnage est-il masculin ?,p,1464351,1462164,8
Ton personnage a-t-il la peau blanche ?,o,1465446,1465445,8
As-tu déjà vu ton personnage à la télé  ?,n,1466539,1465445,8
As-tu déjà vu ton personnage à la télé  ?,p,1467632,1465445,8
Ton personnage possède-t-il des armes ?,o,1468726,1468725,8
Ton personnage a-t-il un prénom hors du commun ?,n,1469819,1468725,8
Est-ce que ton personnage a une apparence animale ?,p,1470912,1468725,8
Ton personnage est-il un personnage de série télévisée ?,o,1472006,1472005,8
Ton personnage a-t-il un prénom hors du commun ?,n,1473099,1472005,8
Ton personnage est-il un personnage de série télévisée ?,p,1474192,1472005,8
Ton personnage a-t-il la peau blanche ?,o,1475287,1475286,8
Ton personnage a-t-il un prénom hors du commun ?,n,1476380,1475286,8
Ton personnage est-il masculin ?,p,1477473,1475286,8
Ton personnage a-t-il un prénom hors du commun ?,o,1478567,1478566,8
Ton personnage a-t-il un prénom hors du commun ?,n,1479660,1478566,8
Ton personnage a-t-il un prénom hors du commun ?,p,1480753,1478566,8
Ton personnage a-t-il un prénom hors du commun ?,o,1481847,1481846,8
Ton personnage est-il un personnage de série télévisée ?,n,1482940,1481846,8
Ton personnage est-il un personnage de série télévisée ?,p,1484033,1481846,8
Ton personnage possède-t-il des armes ?,o,1485130,1485129,8
Ton personnage a-t-il la peau blanche ?,n,1486223,1485129,8
Ton personnage a-t-il la peau blanche ?,p,1487316,1485129,8
Ton personnage a-t-il un prénom hors du commun ?,o,1488410,1488409,8
Ton personnage est-il méchant ? ,n,1489503,1488409,8
Ton personnage fait-il des combats ?,p,1490596,1488409,8
Ton personnage possède-t-il des armes ?,o,1491690,1491689,8
Ton personnage a-t-il la peau blanche ?,n,1492783,1491689,8
Ton personnage possède-t-il des armes ?,p,1493876,1491689,8
Ton personnage possède-t-il des armes ?,o,1494971,1494970,8
Ton personnage a-t-il la peau blanche ?,n,1496064,1494970,8
Ton personnage a-t-il la peau blanche ?,p,1497157,1494970,8
Ton personnage est-il méchant ? ,o,1498251,1498250,8
Ton personnage est-il méchant ? ,n,1499344,1498250,8
Ton personnage est-il méchant ? ,p,1500437,1498250,8
Ton personnage a-t-il un prénom hors du commun ?,o,1501531,1501530,8
Ton personnage a-t-il la peau blanche ?,n,1502624,1501530,8
Ton personnage a-t-il la peau blanche ?,p,1503717,1501530,8
Ton personnage possède-t-il des armes ?,o,1504812,1504811,8
Ton personnage a-t-il la peau blanche ?,n,1505905,1504811,8
Ton personnage a-t-il la peau blanche ?,p,1506998,1504811,8
Ton personnage est-il une fille ?,o,1508092,1508091,8
Ton personnage est-il méchant ? ,n,1509185,1508091,8
Ton personnage fait-il des combats ?,p,1510278,1508091,8
Ton personnage a-t-il un prénom hors du commun ?,o,1511372,1511371,8
Ton personnage a-t-il la peau blanche ?,n,1512465,1511371,8
Ton personnage possède-t-il des armes ?,p,1513558,1511371,8
Ton personnage a-t-il un prénom hors du commun ?,o,1514654,1514653,8
Ton personnage possède-t-il des armes ?,n,1515747,1514653,8
Ton personnage est-il un tueur ?,p,1516840,1514653,8
Ton personnage est-il un personnage de série télévisée ?,o,1517934,1517933,8
Ton personnage a-t-il des yeux ?,n,1519027,1517933,8
Ton personnage est-il un personnage de série télévisée ?,p,1520120,1517933,8
Ton personnage a-t-il un prénom hors du commun ?,o,1521214,1521213,8
Est-ce que ton personnage est un animal ?,n,1522307,1521213,8
Est-ce que ton personnage est un animal ?,p,1523400,1521213,8
Ton personnage a-t-il un prénom hors du commun ?,o,1524495,1524494,8
Ton personnage a-t-il un prénom hors du commun ?,n,1525588,1524494,8
Est-ce que ton personnage est un animal ?,p,1526681,1524494,8
Ton personnage est-il un personnage de série télévisée ?,o,1527775,1527774,8
Ton personnage a-t-il la peau blanche ?,n,1528868,1527774,8
Est-ce que ton personnage a une apparence animale ?,p,1529961,1527774,8
Ton personnage est-il un personnage de série télévisée ?,o,1531055,1531054,8
Ton personnage fait-il des combats ?,n,1532148,1531054,8
Est-ce que ton personnage a une apparence animale ?,p,1533241,1531054,8
Ton personnage a-t-il un prénom hors du commun ?,o,1534336,1534335,8
Est-ce que ton personnage est un animal ?,n,1535429,1534335,8
Est-ce que ton personnage est un animal ?,p,1536522,1534335,8
Ton personnage est-il un personnage de série télévisée ?,o,1537616,1537615,8
Ton personnage a-t-il la peau blanche ?,n,1538709,1537615,8
Ton personnage est-il un personnage de série télévisée ?,p,1539802,1537615,8
Ton personnage a-t-il la peau blanche ?,o,1540896,1540895,8
Est-ce que ton personnage est un animal ?,n,1541989,1540895,8
Est-ce que ton personnage est un animal ?,p,1543082,1540895,8
Ton personnage est-il policier ou détective ?,o,1544178,1544177,8
Ton personnage est-il policier ou détective ?,n,1545271,1544177,8
Ton personnage est-il policier ou détective ?,p,1546364,1544177,8
Ton personnage est-il méchant ? ,o,1547458,1547457,8
Ton personnage est-il méchant ? ,n,1548551,1547457,8
Ton personnage est-il méchant ? ,p,1549644,1547457,8
Ton personnage a-t-il un prénom hors du commun ?,o,1550738,1550737,8
Ton personnage a-t-il la peau blanche ?,n,1551831,1550737,8
Ton personnage a-t-il un prénom hors du commun ?,p,1552924,1550737,8
Ton personnage est-il policier ou détective ?,o,1554019,1554018,8
Est-ce que ton personnage est un animal ?,n,1555112,1554018,8
Ton personnage est-il policier ou détective ?,p,1556205,1554018,8
Ton personnage est-il un tueur ?,o,1557299,1557298,8
Ton personnage possède-t-il des armes ?,n,1558392,1557298,8
Ton personnage possède-t-il des armes ?,p,1559485,1557298,8
Ton personnage est-il policier ou détective ?,o,1560579,1560578,8
Ton personnage est-il méchant ? ,n,1561672,1560578,8
Ton personnage est-il méchant ? ,p,1562765,1560578,8
Ton personnage est-il policier ou détective ?,o,1563860,1563859,8
Ton personnage est-il policier ou détective ?,n,1564953,1563859,8
Ton personnage est-il policier ou détective ?,p,1566046,1563859,8
Ton personnage est-il méchant ? ,o,1567140,1567139,8
Ton personnage est-il méchant ? ,n,1568233,1567139,8
Ton personnage est-il méchant ? ,p,1569326,1567139,8
Ton personnage a-t-il un prénom hors du commun ?,o,1570420,1570419,8
Ton personnage est-il policier ou détective ?,n,1571513,1570419,8
Ton personnage a-t-il la peau blanche ?,p,1572606,1570419,8
Ton personnage est-il masculin ?,o,1573705,1573704,8
Ton personnage est-il masculin ?,n,1574798,1573704,8
Ton personnage possède-t-il des armes ?,p,1575891,1573704,8
Ton personnage possède-t-il des armes ?,o,1576985,1576984,8
Ton personnage est-il méchant ? ,n,1578078,1576984,8
Ton personnage possède-t-il des armes ?,p,1579171,1576984,8
Ton personnage est-il policier ou détective ?,o,1580265,1580264,8
Ton personnage est-il policier ou détective ?,n,1581358,1580264,8
Ton personnage est-il policier ou détective ?,p,1582451,1580264,8
Ton personnage fait-il des combats ?,o,1583546,1583545,8
Ton personnage fait-il des combats ?,n,1584639,1583545,8
Ton personnage fait-il des combats ?,p,1585732,1583545,8
Ton personnage possède-t-il des armes ?,o,1586826,1586825,8
Ton personnage a-t-il la peau blanche ?,n,1587919,1586825,8
Ton personnage est-il policier ou détective ?,p,1589012,1586825,8
Ton personnage est-il policier ou détective ?,o,1590106,1590105,8
Ton personnage a-t-il la peau blanche ?,n,1591199,1590105,8
Ton personnage est-il policier ou détective ?,p,1592292,1590105,8
Ton personnage est-il policier ou détective ?,o,1593387,1593386,8
Ton personnage possède-t-il des armes ?,n,1594480,1593386,8
Ton personnage possède-t-il des armes ?,p,1595573,1593386,8
Ton personnage est-il policier ou détective ?,o,1596667,1596666,8
Ton personnage a-t-il la peau blanche ?,n,1597760,1596666,8
Ton personnage a-t-il la peau blanche ?,p,1598853,1596666,8
Ton personnage possède-t-il des armes ?,o,1599947,1599946,8
Ton personnage a-t-il la peau blanche ?,n,1601040,1599946,8
Ton personnage a-t-il la peau blanche ?,p,1602133,1599946,8
Ton personnage est-il un tueur ?,o,1603229,1603228,8
Ton personnage a-t-il été roi ?,n,1604322,1603228,8
Ton personnage a-t-il été roi ?,p,1605415,1603228,8
Ton personnage est-il un tueur ?,o,1606509,1606508,8
Connais-tu ton personnage depuis tout petit ?,n,1607602,1606508,8
Ton personnage est-il un tueur ?,p,1608695,1606508,8
Ton personnage a-t-il des yeux ?,o,1609789,1609788,8
Connais-tu ton personnage depuis tout petit ?,n,1610882,1609788,8
Ton personnage a-t-il des yeux ?,p,1611975,1609788,8
Est-ce que ton personnage est un animal ?,o,1613070,1613069,8
Ton personnage a-t-il des cheveux ?,n,1614163,1613069,8
Ton personnage a-t-il des cheveux ?,p,1615256,1613069,8
Est-ce que ton personnage a une apparence animale ?,o,1616350,1616349,8
Ton personnage a-t-il des cheveux ?,n,1617443,1616349,8
Est-ce que ton personnage a une apparence animale ?,p,1618536,1616349,8
Ton personnage est-il célèbre  ?,o,1619630,1619629,8
Ton personnage a-t-il des cheveux ?,n,1620723,1619629,8
Ton personnage a-t-il des cheveux ?,p,1621816,1619629,8
Ton personnage possède-t-il des armes ?,o,1622911,1622910,8
Est-ce que ton personnage est un animal ?,n,1624004,1622910,8
Ton personnage possède-t-il des armes ?,p,1625097,1622910,8
Ton personnage possède-t-il des armes ?,o,1626191,1626190,8
Ton personnage est-il un personnage de jeu vidéo ?,n,1627284,1626190,8
Ton personnage est-il un personnage de jeu vidéo ?,p,1628377,1626190,8
Ton personnage possède-t-il des armes ?,o,1629471,1629470,8
Connais-tu ton personnage depuis tout petit ?,n,1630564,1629470,8
Ton personnage est-il un personnage de jeu vidéo ?,p,1631657,1629470,8
Ton personnage est-il devenu connu grâce à Internet ?,o,1632753,1632752,8
Ton personnage est-il policier ou détective ?,n,1633846,1632752,8
Ton personnage possède-t-il des armes ?,p,1634939,1632752,8
Ton personnage est-il devenu connu grâce à Internet ?,o,1636033,1636032,8
Ton personnage est-il devenu connu grâce à Internet ?,n,1637126,1636032,8
Ton personnage est-il policier ou détective ?,p,1638219,1636032,8
Ton personnage est-il devenu connu grâce à Internet ?,o,1639313,1639312,8
Ton personnage est-il policier ou détective ?,n,1640406,1639312,8
Ton personnage fait-il des combats ?,p,1641499,1639312,8
Ton personnage a-t-il des yeux ?,o,1642594,1642593,8
Ton personnage a-t-il des yeux ?,n,1643687,1642593,8
Ton personnage est-il célèbre  ?,p,1644780,1642593,8
Ton personnage est-il devenu connu grâce à Internet ?,o,1645874,1645873,8
Ton personnage est-il devenu connu grâce à Internet ?,n,1646967,1645873,8
Ton personnage est-il devenu connu grâce à Internet ?,p,1648060,1645873,8
Ton personnage est-il un personnage de jeu vidéo ?,o,1649154,1649153,8
Ton personnage est-il un personnage de jeu vidéo ?,n,1650247,1649153,8
Ton personnage est-il un personnage de jeu vidéo ?,p,1651340,1649153,8
Connais-tu ton personnage depuis tout petit ?,o,1652435,1652434,8
Ton personnage est-il méchant ? ,n,1653528,1652434,8
Ton personnage est-il méchant ? ,p,1654621,1652434,8
Ton personnage est-il devenu connu grâce à Internet ?,o,1655715,1655714,8
Ton personnage est-il devenu connu grâce à Internet ?,n,1656808,1655714,8
Ton personnage possède-t-il des armes ?,p,1657901,1655714,8
Ton personnage possède-t-il des armes ?,o,1658995,1658994,8
Ton personnage est-il devenu connu grâce à Internet ?,n,1660088,1658994,8
Ton personnage possède-t-il des armes ?,p,1661181,1658994,8
Ton personnage possède-t-il des armes ?,o,1662278,1662277,8
Ton personnage est-il un écrivain ?,n,1663371,1662277,8
Ton personnage possède-t-il des armes ?,p,1664464,1662277,8
Ton personnage possède-t-il des armes ?,o,1665558,1665557,8
Ton personnage est-il un personnage de série télévisée ?,n,1666651,1665557,8
Ton personnage possède-t-il des armes ?,p,1667744,1665557,8
Ton personnage est-il méchant ? ,o,1668838,1668837,8
Ton personnage a-t-il la peau blanche ?,n,1669931,1668837,8
Ton personnage a-t-il la peau blanche ?,p,1671024,1668837,8
Ton personnage possède-t-il des armes ?,o,1672119,1672118,8
Ton personnage possède-t-il des armes ?,n,1673212,1672118,8
Ton personnage possède-t-il des armes ?,p,1674305,1672118,8
Ton personnage possède-t-il des armes ?,o,1675399,1675398,8
Ton personnage possède-t-il des armes ?,n,1676492,1675398,8
Ton personnage possède-t-il des armes ?,p,1677585,1675398,8
Ton personnage possède-t-il des armes ?,o,1678679,1678678,8
Ton personnage possède-t-il des armes ?,n,1679772,1678678,8
Ton personnage possède-t-il des armes ?,p,1680865,1678678,8
Ton personnage possède-t-il des armes ?,o,1681960,1681959,8
La célébrité de ton personnage est-elle en rapport avec le monde du football ?,n,1683053,1681959,8
La célébrité de ton personnage est-elle en rapport avec le monde du football ?,p,1684146,1681959,8
La célébrité de ton personnage est-elle en rapport avec le monde du football ?,o,1685240,1685239,8
Ton personnage est-il décédé ?,n,1686333,1685239,8
Ton personnage possède-t-il des armes ?,p,1687426,1685239,8
Ton personnage possède-t-il des armes ?,o,1688520,1688519,8
Ton personnage possède-t-il des armes ?,n,1689613,1688519,8
Ton personnage possède-t-il des armes ?,p,1690706,1688519,8
Ton personnage possède-t-il des armes ?,o,1691802,1691801,8
Ton personnage possède-t-il des armes ?,n,1692895,1691801,8
Ton personnage possède-t-il des armes ?,p,1693988,1691801,8
Ton personnage est-il un personnage de jeu vidéo ?,o,1695082,1695081,8
Ton personnage est-il un personnage de jeu vidéo ?,n,1696175,1695081,8
Ton personnage est-il un personnage de jeu vidéo ?,p,1697268,1695081,8
Ton personnage est-il un personnage de jeu vidéo ?,o,1698362,1698361,8
Ton personnage est-il un personnage de jeu vidéo ?,n,1699455,1698361,8
Ton personnage est-il devenu connu grâce à Internet ?,p,1700548,1698361,8
Ton personnage est-il un écrivain ?,o,1701643,1701642,8
Ton personnage possède-t-il des armes ?,n,1702736,1701642,8
Ton personnage possède-t-il des armes ?,p,1703829,1701642,8
Ton personnage est-il devenu connu grâce à Internet ?,o,1704923,1704922,8
Ton personnage est-il devenu connu grâce à Internet ?,n,1706016,1704922,8
Ton personnage est-il un garçon ?,p,1707109,1704922,8
Ton personnage est-il un personnage de jeu vidéo ?,o,1708203,1708202,8
Ton personnage est-il célèbre  ?,n,1709296,1708202,8
Ton personnage est-il dans le domaine de la musique ?,p,1710389,1708202,8
Ton personnage possède-t-il des armes ?,o,1711484,1711483,8
Ton personnage possède-t-il des armes ?,n,1712577,1711483,8
Ton personnage possède-t-il des armes ?,p,1713670,1711483,8
Ton personnage est-il un personnage de jeu vidéo ?,o,1714764,1714763,8
Ton personnage possède-t-il des armes ?,n,1715857,1714763,8
Ton personnage est-il décédé ?,p,1716950,1714763,8
Ton personnage est-il un personnage de jeu vidéo ?,o,1718044,1718043,8
Ton personnage est-il un garçon ?,n,1719137,1718043,8
Ton personnage est-il dans le domaine de la musique ?,p,1720230,1718043,8
Ton personnage possède-t-il des armes ?,o,1721326,1721325,8
Ton personnage fait-il de la politique ?,n,1722419,1721325,8
Ton personnage fait-il de la politique ?,p,1723512,1721325,8
Ton personnage est-il un écrivain ?,o,1724606,1724605,8
Ton personnage a-t-il la peau blanche ?,n,1725699,1724605,8
Ton personnage a-t-il la peau blanche ?,p,1726792,1724605,8
Ton personnage est-il un écrivain ?,o,1727886,1727885,8
Ton personnage a-t-il la peau blanche ?,n,1728979,1727885,8
Ton personnage est-il un personnage de série télévisée ?,p,1730072,1727885,8
Ton personnage a-t-il plus de 35 ans ?,o,1731167,1731166,8
Ton personnage est-il un garçon ?,n,1732260,1731166,8
Ton personnage est-il un garçon ?,p,1733353,1731166,8
Ton personnage est-il devenu connu grâce à Internet ?,o,1734447,1734446,8
Ton personnage est-il devenu connu grâce à Internet ?,n,1735540,1734446,8
Ton personnage est-il devenu connu grâce à Internet ?,p,1736633,1734446,8
Ton personnage est-il un personnage de jeu vidéo ?,o,1737727,1737726,8
Ton personnage est-il un personnage de jeu vidéo ?,n,1738820,1737726,8
Ton personnage est-il un garçon ?,p,1739913,1737726,8
Ton personnage est-il un personnage de jeu vidéo ?,o,1741008,1741007,8
Ton personnage est-il devenu connu grâce à Internet ?,n,1742101,1741007,8
Ton personnage est-il devenu connu grâce à Internet ?,p,1743194,1741007,8
Ton personnage est-il un personnage de jeu vidéo ?,o,1744288,1744287,8
Ton personnage est-il devenu connu grâce à Internet ?,n,1745381,1744287,8
Ton personnage est-il devenu connu grâce à Internet ?,p,1746474,1744287,8
Ton personnage est-il un personnage de jeu vidéo ?,o,1747568,1747567,8
Ton personnage est-il devenu connu grâce à Internet ?,n,1748661,1747567,8
Ton personnage est-il un garçon ?,p,1749754,1747567,8
Ton personnage est-il policier ou détective ?,o,1750851,1750850,8
Ton personnage possède-t-il des armes ?,n,1751944,1750850,8
Ton personnage possède-t-il des armes ?,p,1753037,1750850,8
Ton personnage est-il un écrivain ?,o,1754131,1754130,8
Ton personnage est-il un écrivain ?,n,1755224,1754130,8
Ton personnage est-il un écrivain ?,p,1756317,1754130,8
Ton personnage est-il un écrivain ?,o,1757411,1757410,8
Ton personnage est-il un écrivain ?,n,1758504,1757410,8
Ton personnage est-il un écrivain ?,p,1759597,1757410,8
Ton personnage porte-t-il des chaussures ?,o,1760692,1760691,8
Ton personnage porte-t-il des chaussures ?,n,1761785,1760691,8
Ton personnage porte-t-il des chaussures ?,p,1762878,1760691,8
Ton personnage possède-t-il des armes ?,o,1763972,1763971,8
Ton personnage possède-t-il des armes ?,n,1765065,1763971,8
Ton personnage possède-t-il des armes ?,p,1766158,1763971,8
Ton personnage possède-t-il des armes ?,o,1767252,1767251,8
Ton personnage porte-t-il des chaussures ?,n,1768345,1767251,8
Ton personnage porte-t-il des chaussures ?,p,1769438,1767251,8
Ton personnage porte-t-il des chaussures ?,o,1770533,1770532,8
Ton personnage porte-t-il des chaussures ?,n,1771626,1770532,8
Ton personnage porte-t-il des chaussures ?,p,1772719,1770532,8
Ton personnage possède-t-il des armes ?,o,1773813,1773812,8
Ton personnage porte-t-il des chaussures ?,n,1774906,1773812,8
Ton personnage est-il dans le domaine de la musique ?,p,1775999,1773812,8
Ton personnage possède-t-il des armes ?,o,1777093,1777092,8
Ton personnage porte-t-il des chaussures ?,n,1778186,1777092,8
