Catherine de Medicis,Oui Ton personnage est-il policier ou détective ?,Oui Ton personnage a-t-il joué dans Stargate ?,Oui Ton personnage a-t-il une épée ?,Oui Ton personnage possède-t-il un sabre laser ?,Oui Ton personnage est-il allemand ?,Oui Ton personnage est-il un personnage de série télévisée ?,Oui Ton personnage est-il un dieu ou une déesse ?,Oui Ton personnage est-il anglais ?,Oui Est-ce que ton personnage est un sayan ?,Oui Ton personnage a-t-il un lien avec la bande dessinée ?,Oui Ton personnage est-il portugais ?
Cauchy (scientifique),Oui Ton personnage est-il policier ou détective ?,Oui Ton personnage a-t-il joué dans Stargate ?,Oui Ton personnage a-t-il une épée ?,Oui Ton personnage possède-t-il un sabre laser ?,Oui Ton personnage est-il allemand ?,Oui Ton personnage est-il un personnage de série télévisée ?,Oui Ton personnage est-il un dieu ou une déesse ?,Oui Ton personnage est-il anglais ?,Oui Est-ce que ton personnage est un sayan ?,Oui Ton personnage a-t-il un lien avec la bande dessinée ?,Oui Ton personnage est-il portugais ?
Cédric Barbosa ,Oui Ton personnage est-il un tueur ?,Non Ton personnage a-t-il un prénom hors du commun ?,Oui Ton personnage a-t-il été roi ?,Non Ton personnage a-t-il été roi ?,Oui Ton personnage a-t-il plus de 50 ans ?,Non Ton personnage a-t-il plus de 50 ans ?,Non Ton personnage est-il français ?,Oui Ton personnage est-il décédé ?,Non Ton personnage est-il un tueur ?,Oui Ton personnage a-t-il un prénom hors du commun ?,Oui Ton personnage a-t-il un enfant ? 
Cédric Orléans ,Oui Ton personnage est-il un tueur ?,Non Ton personnage a-t-il un prénom hors du commun ?,Oui Ton personnage a-t-il été roi ?,Non Ton personnage a-t-il été roi ?,Oui Ton personnage a-t-il plus de 50 ans ?,Non Ton personnage a-t-il plus de 50 ans ?,Non Ton personnage est-il français ?,Oui Ton personnage est-il décédé ?,Non Ton personnage est-il un tueur ?,Oui Ton personnage a-t-il un prénom hors du commun ?,Oui Ton personnage a-t-il un enfant ? 
Cédric Villani,Non Ton personnage a-t-il été roi ?,Oui Ton personnage est-il décédé ?,Non Ton personnage est-il français ?,Oui Ton personnage a-t-il un rapport avec le milieu du sport ?,Oui Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage est-il devenu connu grâce à Internet ?,Oui Ton personnage est-il allemand ?,Oui Ton personnage a-t-il plus de 50 ans ?,Oui Ton personnage est-il jamaïcain ?,Oui Ton personnage a-t-il été roi ?,Oui Ton personnage est-il américain ?
Céline Dion,Oui Ton personnage est-il décédé ?,Oui Ton personnage a-t-il un rapport avec le milieu du sport ?,Non Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage est-il français ?,Oui Ton personnage est-il un garçon ?,Oui Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage est-il devenu connu grâce à Internet ?,Oui Ton personnage est-il allemand ?,Oui Ton personnage est-il jamaïcain ?,Oui Ton personnage a-t-il été roi ?,Oui Ton personnage est-il américain ?
Céline Dumerc ,Oui Ton personnage est-il policier ou détective ?,Oui Ton personnage a-t-il joué dans Stargate ?,Oui Ton personnage a-t-il une épée ?,Oui Ton personnage possède-t-il un sabre laser ?,Oui Ton personnage est-il allemand ?,Oui Ton personnage est-il un personnage de série télévisée ?,Oui Ton personnage est-il un dieu ou une déesse ?,Oui Ton personnage est-il anglais ?,Oui Est-ce que ton personnage est un sayan ?,Oui Ton personnage a-t-il un lien avec la bande dessinée ?,Oui Ton personnage est-il portugais ?
Celty Sturluson (Manga Durarara!!),Non Ton personnage a-t-il été roi ?,Non Ton personnage est-il un tueur ?,Oui Ton personnage porte-t-il des chaussures ?,Non Ton personnage a-t-il des cheveux ?,Oui Ton personnage fait-il des combats ?,Oui Ton personnage est-il célèbre  ?,Non Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage est-il un tueur ?,Oui Ton personnage a-t-il plus de 50 ans ?,Oui Ton personnage possède-t-il des armes ?,Non Ton personnage a-t-il un rapport avec le milieu du sport ?
Cendrillon ,Non Ton personnage a-t-il été roi ?,Non Ton personnage a-t-il des cheveux ?,Oui Ton personnage fait-il des combats ?,Non Ton personnage porte-t-il des chaussures ?,Oui Ton personnage est-il un tueur ?,Oui Ton personnage a-t-il plus de 50 ans ?,Oui Ton personnage possède-t-il des armes ?,Oui Ton personnage a-t-il été roi ?,Non Ton personnage est-il décédé ?,Non Ton personnage est-il français ?,Non Ton personnage a-t-il un prénom hors du commun ?
Cercei Lannister,Non Ton personnage a-t-il été roi ?,Non Ton personnage est-il un tueur ?,Non Ton personnage a-t-il des cheveux ?,Non Ton personnage est-il méchant ? ,Oui Ton personnage fait-il des combats ?,Oui Ton personnage est-il célèbre  ?,Non Ton personnage porte-t-il des chaussures ?,Non Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage a-t-il plus de 50 ans ?,Oui Ton personnage possède-t-il des armes ?,Non Ton personnage a-t-il un rapport avec le milieu du sport ?
cet ordinateur,Oui Ton personnage a-t-il un prénom hors du commun ?,Non Ton personnage a-t-il été roi ?,Oui Ton personnage porte-t-il des chaussures ?,Oui Ton personnage a-t-il des cheveux ?,Oui Ton personnage vit-il dans un monde imaginaire ?,Oui Ton personnage fait-il des combats ?,Oui Ton personnage est-il célèbre  ?,Oui Ton personnage est-il un tueur ?,Oui Ton personnage a-t-il plus de 50 ans ?,Oui Ton personnage possède-t-il des armes ?,Non Ton personnage a-t-il un rapport avec le milieu du sport ?
Chandler Bing (série tv friends),Non Ton personnage a-t-il été roi ?,Non Ton personnage a-t-il des cheveux ?,Non Ton personnage est-il méchant ? ,Oui Ton personnage vit-il dans un monde imaginaire ?,Oui Ton personnage fait-il des combats ?,Oui Ton personnage est-il célèbre  ?,Non Ton personnage porte-t-il des chaussures ?,Non Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage est-il un tueur ?,Oui Ton personnage a-t-il plus de 50 ans ?,Oui Ton personnage possède-t-il des armes ?
Chandra Nalaàr,Non Ton personnage a-t-il des cheveux ?,Non Ton personnage est-il méchant ? ,Oui Ton personnage vit-il dans un monde imaginaire ?,Oui Ton personnage est-il célèbre  ?,Non Ton personnage porte-t-il des chaussures ?,Non Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage est-il un tueur ?,Oui Ton personnage a-t-il plus de 50 ans ?,Oui Ton personnage possède-t-il des armes ?,Non Ton personnage a-t-il un rapport avec le milieu du sport ?,Oui Ton personnage a-t-il été roi ?
Charlemagne,Non Ton personnage est-il décédé ?,Non Ton personnage a-t-il été roi ?,Oui Ton personnage a-t-il un rapport avec le milieu du sport ?,Oui Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage est-il devenu connu grâce à Internet ?,Non Ton personnage a-t-il plus de 50 ans ?,Oui Ton personnage est-il allemand ?,Oui Ton personnage est-il jamaïcain ?,Oui Ton personnage est-il américain ?,Oui La célébrité de ton personnage est-elle en rapport avec le monde du football ?,Oui Ton personnage est-il un tennisman ?
Charles aznavour,Oui Ton personnage est-il policier ou détective ?,Oui Ton personnage a-t-il joué dans Stargate ?,Oui Ton personnage a-t-il une épée ?,Oui Ton personnage possède-t-il un sabre laser ?,Oui Ton personnage est-il allemand ?,Oui Ton personnage est-il un personnage de série télévisée ?,Oui Ton personnage est-il un dieu ou une déesse ?,Oui Ton personnage est-il anglais ?,Oui Est-ce que ton personnage est un sayan ?,Oui Ton personnage a-t-il un lien avec la bande dessinée ?,Oui Ton personnage est-il portugais ?
Charles Cornet (prof. INSA),Oui Ton personnage est-il policier ou détective ?,Oui Ton personnage a-t-il joué dans Stargate ?,Oui Ton personnage a-t-il une épée ?,Oui Ton personnage possède-t-il un sabre laser ?,Oui Ton personnage est-il allemand ?,Oui Ton personnage est-il un personnage de série télévisée ?,Oui Ton personnage est-il un dieu ou une déesse ?,Oui Ton personnage est-il anglais ?,Oui Est-ce que ton personnage est un sayan ?,Oui Ton personnage a-t-il un lien avec la bande dessinée ?,Oui Ton personnage est-il portugais ?
Charles Darwin,Non Ton personnage est-il décédé ?,Oui Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage a-t-il un rapport avec le milieu du sport ?,Non Ton personnage a-t-il un rapport avec le milieu du sport ?,Non Ton personnage est-il célèbre  ?,Non Ton personnage a-t-il plus de 50 ans ?,Non Ton personnage a-t-il plus de 35 ans ?,Oui Ton personnage est-il acteur/actrice ?,Oui Ton personnage a-t-il un prénom hors du commun ?,Non Ton personnage est-il acteur/actrice ?,Non Ton personnage est-il anglais ?
Charles de Gaulle ,Oui Ton personnage est-il dans le domaine de la musique ?,Non Ton personnage est-il réel ?,Oui Ton personnage porte-t-il des chaussures ?,Oui Ton personnage est-il allemand ?,Oui La célébrité de ton personnage est-elle en rapport avec le monde du football ?,Oui Ton personnage a-t-il un rapport avec le milieu du sport ?,Oui Ton personnage est-il méchant ? ,Oui Ton personnage possède-t-il un sabre laser ?,Oui Ton personnage est-il un inventeur ?,Non Ton personnage est-il décédé ?,Oui Ton personnage a-t-il découvert une loi de la physique ?
Charles Martel (Arrière grand père de Charlemagne),Non Ton personnage est-il décédé ?,Oui Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage a-t-il un rapport avec le milieu du sport ?,Non Ton personnage a-t-il un rapport avec le milieu du sport ?,Non Ton personnage est-il célèbre  ?,Non Ton personnage a-t-il plus de 50 ans ?,Oui Ton personnage a-t-il plus de 35 ans ?,Non Ton personnage a-t-il plus de 35 ans ?,Oui Ton personnage est-il acteur/actrice ?,Oui Ton personnage a-t-il un prénom hors du commun ?,Non Ton personnage est-il américain ?
Charles Maurras (intellectuel français),Oui Ton personnage est-il policier ou détective ?,Oui Ton personnage a-t-il joué dans Stargate ?,Oui Ton personnage a-t-il une épée ?,Oui Ton personnage possède-t-il un sabre laser ?,Oui Ton personnage est-il allemand ?,Oui Ton personnage est-il un personnage de série télévisée ?,Oui Ton personnage est-il un dieu ou une déesse ?,Oui Ton personnage est-il anglais ?,Oui Est-ce que ton personnage est un sayan ?,Oui Ton personnage a-t-il un lien avec la bande dessinée ?,Oui Ton personnage est-il portugais ?
Charles Montgomery (Monty) Burns ,Oui Ton personnage est-il un tueur ?,Non Ton personnage a-t-il un prénom hors du commun ?,Oui Ton personnage a-t-il été roi ?,Non Ton personnage a-t-il été roi ?,Oui Ton personnage a-t-il plus de 50 ans ?,Non Ton personnage a-t-il plus de 50 ans ?,Non Ton personnage est-il français ?,Oui Ton personnage est-il décédé ?,Non Ton personnage est-il un tueur ?,Oui Ton personnage a-t-il un prénom hors du commun ?,Oui Ton personnage a-t-il un enfant ? 
Charles Spencer Chaplin,Non Ton personnage a-t-il été roi ?,Non Ton personnage est-il décédé ?,Non Ton personnage a-t-il un prénom hors du commun ?,Oui Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage a-t-il un rapport avec le milieu du sport ?,Non Ton personnage a-t-il un rapport avec le milieu du sport ?,Non Ton personnage est-il célèbre  ?,Non Ton personnage a-t-il plus de 50 ans ?,Oui Ton personnage a-t-il plus de 35 ans ?,Non Ton personnage a-t-il plus de 35 ans ?,Oui Ton personnage est-il acteur/actrice ?
Charlie Chaplin,Non Ton personnage est-il décédé ?,Non Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage a-t-il un rapport avec le milieu du sport ?,Non Ton personnage a-t-il un rapport avec le milieu du sport ?,Non Ton personnage est-il célèbre  ?,Non Ton personnage a-t-il plus de 50 ans ?,Oui Ton personnage a-t-il plus de 35 ans ?,Non Ton personnage a-t-il plus de 35 ans ?,Oui Ton personnage a-t-il un prénom hors du commun ?,Non Ton personnage est-il américain ?
Charlotte Bronte (ecrivain anglaise),Non Ton personnage est-il décédé ?,Oui Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage a-t-il un rapport avec le milieu du sport ?,Non Ton personnage est-il célèbre  ?,Non Ton personnage a-t-il plus de 50 ans ?,Oui Ton personnage a-t-il plus de 35 ans ?,Non Ton personnage a-t-il plus de 35 ans ?,Oui Ton personnage est-il acteur/actrice ?,Oui Ton personnage a-t-il un prénom hors du commun ?,Non Ton personnage est-il américain ?,Non Ton personnage est-il acteur/actrice ?
Charlotte Richard,Oui Ton personnage est-il policier ou détective ?,Oui Ton personnage a-t-il joué dans Stargate ?,Oui Ton personnage a-t-il une épée ?,Oui Ton personnage possède-t-il un sabre laser ?,Oui Ton personnage est-il allemand ?,Oui Ton personnage est-il un personnage de série télévisée ?,Oui Ton personnage est-il un dieu ou une déesse ?,Oui Ton personnage est-il anglais ?,Oui Est-ce que ton personnage est un sayan ?,Oui Ton personnage a-t-il un lien avec la bande dessinée ?,Oui Ton personnage est-il portugais ?
Che Guevara,Non Ton personnage est-il décédé ?,Non Ton personnage est-il un tueur ?,Oui Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage a-t-il un rapport avec le milieu du sport ?,Non Ton personnage a-t-il un rapport avec le milieu du sport ?,Non Ton personnage est-il célèbre  ?,Non Ton personnage a-t-il plus de 50 ans ?,Oui Ton personnage a-t-il plus de 35 ans ?,Non Ton personnage a-t-il plus de 35 ans ?,Oui Ton personnage est-il acteur/actrice ?,Non Ton personnage est-il acteur/actrice ?
Cheikh Ndoye,Oui Ton personnage est-il décédé ?,Non Ton personnage a-t-il été roi ?,Non Ton personnage a-t-il un prénom hors du commun ?,Non Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage est-il dans le domaine de la musique ?,Non Ton personnage a-t-il un rapport avec le milieu du sport ?,Non Ton personnage est-il célèbre  ?,Oui Ton personnage a-t-il plus de 50 ans ?,Oui Ton personnage a-t-il plus de 35 ans ?,Oui Ton personnage est-il acteur/actrice ?,Oui Ton personnage a-t-il un prénom hors du commun ?
Chester Bennington (chanteur Linkin Park),Non Ton personnage est-il décédé ?,Non Ton personnage a-t-il un prénom hors du commun ?,Non Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage a-t-il un rapport avec le milieu du sport ?,Non Ton personnage a-t-il un rapport avec le milieu du sport ?,Non Ton personnage est-il célèbre  ?,Oui Ton personnage a-t-il plus de 50 ans ?,Oui Ton personnage a-t-il plus de 35 ans ?,Non Ton personnage a-t-il plus de 35 ans ?,Oui Ton personnage est-il acteur/actrice ?,Non Ton personnage est-il américain ?
chevalier de Saint-George (escrimeur et musicien français),Oui Ton personnage est-il policier ou détective ?,Oui Ton personnage a-t-il joué dans Stargate ?,Oui Ton personnage a-t-il une épée ?,Oui Ton personnage possède-t-il un sabre laser ?,Oui Ton personnage est-il allemand ?,Oui Ton personnage est-il un personnage de série télévisée ?,Oui Ton personnage est-il un dieu ou une déesse ?,Oui Ton personnage est-il anglais ?,Oui Est-ce que ton personnage est un sayan ?,Oui Ton personnage a-t-il un lien avec la bande dessinée ?,Oui Ton personnage est-il portugais ?
Chewbacca,Non Ton personnage a-t-il été roi ?,Non Ton personnage a-t-il plus de 50 ans ?,Oui Ton personnage porte-t-il des chaussures ?,Non Ton personnage a-t-il des cheveux ?,Oui Ton personnage est-il célèbre  ?,Non Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage est-il un tueur ?,Non Ton personnage a-t-il un rapport avec le milieu du sport ?,Oui Ton personnage a-t-il été roi ?,Non Ton personnage possède-t-il des armes ?,Non Ton personnage fait-il des combats ?
Chien ,Oui Ton personnage est-il un tueur ?,Non Ton personnage a-t-il un prénom hors du commun ?,Oui Ton personnage a-t-il été roi ?,Non Ton personnage a-t-il été roi ?,Oui Ton personnage a-t-il plus de 50 ans ?,Non Ton personnage a-t-il plus de 50 ans ?,Non Ton personnage est-il français ?,Oui Ton personnage est-il décédé ?,Non Ton personnage est-il un tueur ?,Oui Ton personnage a-t-il un prénom hors du commun ?,Oui Ton personnage a-t-il un enfant ? 
Chiiro,Oui Ton personnage a-t-il un prénom hors du commun ?,Non Ton personnage a-t-il été roi ?,Non Ton personnage est-il un tueur ?,Oui Ton personnage porte-t-il des chaussures ?,Non Ton personnage a-t-il des cheveux ?,Oui Ton personnage vit-il dans un monde imaginaire ?,Oui Ton personnage fait-il des combats ?,Oui Ton personnage est-il célèbre  ?,Non Ton personnage porte-t-il des chaussures ?,Non Ton personnage est-il dans le domaine de la musique ?,Oui Ton personnage est-il un tueur ?
