Axe_X,Axe_Y,Name,Cluster,Medoid
33.052887,-5.5367637,Marcel Cerdan (boxeur),Groupe 4,0
28.14811,-14.52004,Marcel Proust (ecrivain),Groupe 4,0
-1.9819582,7.782979,Marco Bodt ,Groupe 1,0
-0.08017559,9.657025,Marco Di Vaio ,Groupe 1,0
11.11019,-23.023415,Marco Hietala (bassiste Nightwish),Groupe 0,0
29.214024,-10.620867,Maréchal Pétain ,Groupe 4,0
8.670288,18.782873,Margaery Tyrell ,Groupe 1,0
-10.098022,11.588879,Margaret Hale ,Groupe 1,0
12.803729,-20.869791,Margaret tatcher,Groupe 0,0
-48.97003,8.220593,Marge Simpson,Groupe 5,0
-3.211502,-16.631678,Maria Sharapova,Groupe 0,0
30.226368,-3.443393,Marie Antoinette (reine de France),Groupe 4,0
35.678368,-6.0421805,Marie Curie (scientifique franco-polonaise),Groupe 3,0
-36.974297,10.720906,Marie Poppins,Groupe 5,0
5.986827,1.660772,Marie-France Pisier ,Groupe 1,0
-6.617149,7.500281,Marie-Mai ,Groupe 1,0
50.351322,-7.8071485,Marina Kaye (chanteuse),Groupe 4,0
-9.628203,10.484027,Marine Delterme ,Groupe 1,0
47.97881,-2.8797553,Marine Le Pen,Groupe 3,0
-6.2243867,-14.122735,Mario Balotelli (footballeur italien),Groupe 0,0
-44.895447,-19.676805,Mario Bros (perso jeux vidéo),Groupe 2,0
11.547833,-1.1116934,Mark Hamill (Acteur de Luke Skywalker),Groupe 0,0
-10.639941,0.55571693,Marla Sokoloff ,Groupe 1,0
51.674362,-23.23323,martfrein,Groupe 4,0
53.654408,6.304914,Martin Fourcade,Groupe 4,0
22.3585,11.260447,Martin Luther King,Groupe 3,0
-11.296395,13.966954,Martin Mystere ,Groupe 1,0
-53.09939,8.825569,marty mc fly ,Groupe 5,0
-32.145576,6.045068,Marvin (H2G2),Groupe 5,0
-28.104017,-14.467269,Marvin le Martien (looney toons),Groupe 5,0
19.512192,12.284738,marylin monroe,Groupe 0,0
49.71944,-21.567133,Mathis Roisin (étudiant INSA),Groupe 4,0
59.508427,-6.60839,Matthieu Chedid (musicien français dit M),Groupe 4,0
-53.14389,6.6255255,Max Black (personnage de la série: 2 broke Girls),Groupe 5,0
-23.275883,7.1987023,Maya l'abeille,Groupe 5,0
57.571735,-4.7022886,McFly,Groupe 4,0
-15.740984,17.070045,Méduse,Groupe 1,0
-10.084471,12.842847,Megpoid Gumi ,Groupe 1,0
-50.27114,11.8968935,meredith grey (personnage grey's anatomy),Groupe 5,0
-39.26202,4.920676,merlin,Groupe 5,0
-0.8928235,8.668155,Mesut Özil ,Groupe 1,0
-3.2171917,-14.134753,Mia Khalifa,Groupe 0,0
-0.4569558,16.133753,Miasmax ,Groupe 1,0
27.359617,5.7834444,Michael Jackson ,Groupe 2,0
13.623146,-8.687075,Michael Jordan	 ,Groupe 3,0
-2.4056113,-18.476494,Michael schumacher,Groupe 0,0
24.64485,15.623054,Michael Wittman,Groupe 0,0
26.352934,-1.735204,Michel Berger (musicien français),Groupe 4,0
50.892155,-2.1450877,Michel Blanc (acteur français),Groupe 4,0
49.62498,0.9209458,Michel Platini (footballeur français),Groupe 3,0
61.32699,-9.629194,Michel Sardou (chanteur),Groupe 4,0
-4.021689,-17.660156,Mick Fanning (surfeur Australien),Groupe 0,0
52.271595,4.528885,Mickaël Landreau,Groupe 4,0
0.62176275,12.257138,Mickaël Rossignol ,Groupe 1,0
-53.973667,12.66064,Mickey Mouse ,Groupe 2,1
12.879476,-13.302204,Mike Oldfield,Groupe 0,1
1.18018,9.123027,Mike Rutherford ,Groupe 1,0
-24.657215,6.097332,Milou,Groupe 5,0
-26.09409,3.2978792,Milou (chien de tintin),Groupe 5,0
25.117727,19.36057,Miltiade,Groupe 0,0
49.365295,-1.8646759,mimi mathy,Groupe 3,0
-46.708157,-4.5792527,Minerva McGonagall (perso de Harry Potter),Groupe 5,0
-40.771805,-1.2059276,Minnie ,Groupe 5,0
2.8052542,9.671376,Misao Makimachi ,Groupe 1,0
51.12881,-7.86331,Miss France,Groupe 4,0
1.5924342,13.299564,Mistral ,Groupe 1,0
10.018096,-19.806265,Miyazaki,Groupe 0,0
0.912112,-17.621992,Mo Farah (coureur de fond anglais),Groupe 0,0
-7.5121245,28.885757,Moby Dick ,Groupe 1,0
2.009732,11.748566,Modrdecaï (jeu vidéo Borderland),Groupe 1,0
13.373054,-17.776598,Mohamed V ,Groupe 0,0
13.754143,-18.43487,Mohammed 6,Groupe 0,0
43.594456,-11.448663,Moi,Groupe 2,0
55.762413,7.277783,Moi-même,Groupe 4,0
28.902685,15.8393135,Moïse (prophète juif),Groupe 0,0
24.780043,-10.094161,Molière,Groupe 4,0
49.148712,-22.59244,Mon ami,Groupe 4,0
57.37059,5.449609,mon binome,Groupe 4,0
51.56426,-10.501063,Mon chat,Groupe 4,0
-12.666362,3.9330497,Mon Frère ,Groupe 1,0
51.0312,-15.986323,Mon Mari,Groupe 4,0
45.291885,-13.668105,Mon père,Groupe 3,0
3.647308,11.031668,Mon Réveil ,Groupe 1,0
11.677416,-6.372225,Monica Bellucci,Groupe 0,0
1.5035614,10.502917,Monique Coleman ,Groupe 1,0
-15.393647,-1.0909152,Monk,Groupe 1,0
-54.738976,-8.290842,Monkey D. Luffy (manga one piece),Groupe 5,0
-25.493427,-10.595578,Monokuma (ours mécanique manga japonais Danganronpa),Groupe 5,0
-31.401382,6.5747433,Monsieur Non,Groupe 5,0
18.391418,10.148057,Monsieur Oui,Groupe 4,0
17.223839,18.306017,Montgomery,Groupe 0,0
10.841039,-4.070201,Morgan Freeman (acteur américain),Groupe 0,0
-52.077183,-4.1378922,Moriarty (ennemi de sherlock Holmes),Groupe 5,0
0.36436257,10.974862,Morty ,Groupe 1,0
14.8762865,-20.77563,moudi,Groupe 0,0
3.0016341,12.984561,Mouk ,Groupe 1,0
-55.041813,9.33237,Mr Bean,Groupe 5,0
-49.781826,5.8551183,Mr Burns,Groupe 5,0
0.47089976,15.044295,Mr Kinder Surprise ,Groupe 1,0
57.452934,4.9703894,Mr. Cogan,Groupe 4,0
22.236181,19.343094,Mr.Kalashnikov,Groupe 0,0
-20.441189,1.4987766,Mr.Propre (personnage de publicité),Groupe 5,0
-53.07228,-1.3970723,Mû (manga: Saint Seiya) ,Groupe 5,0
0.4189082,13.73172,Myron Bolitar ,Groupe 1,0
-48.53353,1.5600821,Mystérion ,Groupe 5,0
58.619583,-8.653633,Naaman (chanteur),Groupe 4,0
54.302307,-6.7075863,Nabilla,Groupe 3,0
-3.6950667,-14.370788,Nairo Alexander Quintana Rojas (cycliste colombien),Groupe 0,0
-43.833725,-3.085894,Nanatsu (Made in abyss),Groupe 5,0
36.379223,-2.117881,Napoleon Bonaparte ,Groupe 2,0
29.250076,-8.346434,Napoléon III ,Groupe 4,0
-48.072575,-18.439537,Naruto ,Groupe 5,0
-32.93328,-3.2008815,Nathan drake (Personnage principal de la série de jeu "Uncharted"),Groupe 5,0
-51.500515,-1.325871,Natsu (Fairy Tail),Groupe 5,0
-58.0777,-6.4082866,Ned Stark ,Groupe 5,0
21.081718,11.064852,Neil Armstrong (astronaute américain),Groupe 0,0
57.50652,-7.8664184,Nekfeu,Groupe 4,0
30.506426,18.215166,Nelson Mandela,Groupe 0,0
49.337692,3.9858766,Nelson Monfort,Groupe 4,0
-6.4471354,-1.9654071,Nemesis( déesse grecque de la vengeance),Groupe 1,0
-47.434666,-6.0326586,Néo (The Matrix),Groupe 5,0
1.4477303,-2.7058647,Néron,Groupe 0,0
-49.135864,-8.168838,Neville Londubat,Groupe 5,0
-5.758135,-18.596678,Neymar da Silva Santos Júnior (joueur de foot),Groupe 0,0
2.8027618,16.409416,Nibi / Matatabi ,Groupe 1,0
4.64167,12.55,Nico Robin ,Groupe 1,0
59.189957,-12.296381,Nicolas Canteloup,Groupe 4,0
29.475935,15.619591,Nicolas Copernic,Groupe 0,0
51.751736,-21.251827,Nicolas Cormerais,Groupe 4,0
61.632915,-15.7695265,Nicolas Hulot,Groupe 4,0
43.07758,-4.149447,Nicolas Sarkozy,Groupe 3,0
12.714582,-22.381317,Niels Bohr,Groupe 0,0
26.748573,15.512241,Nietzsche,Groupe 0,0
26.595833,18.655237,Nietzsche (philosophe allemand),Groupe 0,0
3.7133522,14.584412,Niki Lauda ,Groupe 1,0
24.733135,7.2124033,Nikola Tesla,Groupe 0,0
52.349155,11.201276,Nikolas Karabatic,Groupe 3,0
58.658295,-14.571441,Nikos ,Groupe 4,0
1.1566852,16.356699,nils bjurman ,Groupe 1,0
-9.372384,-2.4665034,Nishikino Maki ,Groupe 1,0
9.536591,-19.06366,Nobuo Uematsu,Groupe 0,0
-44.548134,-0.32022092,Noël ,Groupe 5,0
-41.540398,7.751594,Noël Flantier (film OSS117),Groupe 5,0
52.007057,-16.808397,Noël Mamère,Groupe 4,0
-32.16164,7.8853836,Non,Groupe 5,0
-22.318308,4.9399667,Nono (Robot dans Ulysse 31),Groupe 5,0
-47.43567,-2.2301488,Norbert Dragonneau (Les Animaux Fantastiques),Groupe 5,0
54.71568,-20.563646,Norman,Groupe 4,0
0.3286739,17.720917,Noru-Da ,Groupe 1,0
-2.6466618,-14.642294,Novak Djokovic,Groupe 0,0
-15.153547,8.206289,Nuage ,Groupe 1,0
-13.97379,12.272317,Nungan ,Groupe 1,0
-42.56662,-2.7734063,Nymphadora Tonks (HP),Groupe 5,0
-44.35933,-16.031778,Obelix,Groupe 5,0
-46.36749,-16.64966,Obi-wan Kenobi,Groupe 5,0
-6.828418,4.7567143,Obscur Hamster ,Groupe 1,0
-1.0973117,-3.1820388,Oda Nobunaga (perso historique japonais),Groupe 0,0
-47.664707,-7.9992056,Odin (dieu scandinave),Groupe 5,0
5.338037,24.71579,Oeil de faucon ,Groupe 1,0
-24.788689,8.04254,Oggy (dessin animé),Groupe 5,0
-9.440423,3.2228038,okoto ,Groupe 1,0
-49.51099,-7.1530247,Oksa Pollock (héroine de livres fantastiques),Groupe 5,0
-25.195906,1.0861514,Olaf (la reine des neiges),Groupe 5,0
-45.949093,12.79927,Oliver Queen,Groupe 5,0
-8.138075,4.066173,olivia oggy et les cafards ,Groupe 1,0
-4.171643,-4.722702,Olivier Atton/Oozora Tsubasa (Olive et Tom/Captain Tsubasa)  ,Groupe 1,0
54.022385,-17.978155,Olivier de Carglass,Groupe 4,0
54.0392,12.362832,Olivier Giroud,Groupe 4,0
53.93886,-17.260078,omar sy,Groupe 4,0
-3.2096217,5.675163,one direction Niall ,Groupe 1,0
57.35368,-6.3432984,Orelsan,Groupe 4,0
-15.157493,-5.6149607,OSIRIS,Groupe 5,0
-54.06205,7.568485,Oui-oui,Groupe 5,0
53.44781,11.518716,ousmane dembele,Groupe 4,0
23.003263,16.307467,Oussama Ben Laden ,Groupe 0,0
23.161434,15.955668,Pablo Escobar (trafiquant colombien de cocaine) ,Groupe 0,0
29.090195,13.6976795,Pablo Picasso (peintre),Groupe 0,0
-10.82442,4.5661793,Pain Rikudo ,Groupe 1,0
-6.7228007,6.2465196,PaKo ,Groupe 1,0
10.97864,-0.8908729,Pamela Anderson (Actrice),Groupe 0,0
49.747105,-18.155367,Papa  ,Groupe 4,0
13.102465,-25.820494,Pape François (Pape),Groupe 0,0
4.6683044,20.374746,Paper Mario ,Groupe 1,0
45.74953,-15.355552,Pascal Garcia (enseignant INSA),Groupe 3,0
53.306137,-12.5646925,Passe-partout,Groupe 4,0
-8.057392,5.6428676,Patoune (Patricia Calas) ,Groupe 1,0
57.687542,-17.689642,Patrice Daniello,Groupe 4,0
11.926631,-20.19912,Patrice Talon,Groupe 0,0
61.135212,-17.110271,Patrick Balkany (politique français),Groupe 4,0
58.923595,-18.452492,Patrick Cohen (journaliste français),Groupe 4,0
59.597565,-6.6617956,Patrick Fiori,Groupe 4,0
-48.574383,10.42357,Patrick Jane (personnage de Mentalist),Groupe 5,0
-21.710093,8.881627,Patrick l'étoile de mer (personnage de la série Bob l'éponge),Groupe 5,0
61.267773,-7.065263,Patrick Sebastien,Groupe 4,0
-10.972237,25.065723,patronus de harry potter ,Groupe 1,0
10.150725,-0.70051545,Paul McCartney (chanteur),Groupe 0,0
54.456543,10.446569,Paul Pogba (footballeur),Groupe 4,0
49.798405,-21.50926,Paul Queva (étudiant INSA),Groupe 4,0
1.3723807,-19.610249,Paul Taylor,Groupe 0,0
-9.404824,5.0785294,Pauline Marois ,Groupe 1,0
-37.779312,-1.1190258,Peach,Groupe 5,0
50.979385,-18.280748,Pedesseau (Prof),Groupe 4,0
-13.216298,2.257828,Pégase ,Groupe 1,0
-10.626128,6.309601,Peggy Camp Rock ,Groupe 1,0
-12.618509,-2.2492223,Peggy Cellier,Groupe 4,0
12.232994,-24.901634,Pelé le joueur de foot,Groupe 0,0
20.484104,-3.7582119,Pépin le Bref (père de Charlemagne),Groupe 0,0
-32.349895,-2.1806765,Percy Jackson (héros d'un roman),Groupe 5,0
-39.90797,4.268137,Père Noel ,Groupe 5,0
-31.834614,8.634136,Personne ,Groupe 5,0
-44.747227,-3.9203138,Peter Pan ,Groupe 5,0
-12.183664,26.045197,Petite cousine ,Groupe 1,0
49.49535,-7.742272,Petite Soeur,Groupe 4,0
8.325598,-24.246784,Pewdiepie,Groupe 0,0
58.969646,-7.1691713,Philippe Katerine,Groupe 4,0
58.968037,-16.091885,philippe starck,Groupe 4,0
60.508305,-17.102177,Phillipe Poutou,Groupe 4,0
-26.694454,6.302127,Picsou,Groupe 5,0
53.05479,-19.961485,Pierre Croce (youtuber),Groupe 4,0
32.532085,-7.5233884,Pierre Curie (Physicien français),Groupe 4,0
26.208082,-9.413027,Pierre de Fermat,Groupe 4,0
-41.97845,-18.432465,Pikachu (personnage de manga),Groupe 2,0
-39.276573,1.1935501,Pinocchio (pantin en bois vivant),Groupe 5,0
-12.187821,5.602664,Piscine Molitor Patel ,Groupe 1,0
27.454287,14.213221,Planck,Groupe 0,0
29.256441,16.972548,Platon (philosophe antique grec),Groupe 0,0
-7.887908,8.209324,Plume de Jais ,Groupe 1,0
-26.746483,4.0736623,Plutot,Groupe 5,0
27.479494,-4.40033,Polnareff,Groupe 4,0
-18.892292,14.113189,popeye,Groupe 5,0
-43.044155,-11.957716,Poséïdon ,Groupe 5,0
58.40574,-17.632694,PPDA,Groupe 4,0
20.613766,17.852299,Prince,Groupe 0,0
-14.291863,4.6399636,Prince Tédibert ,Groupe 1,0
-41.185814,1.3071012,Princesse Fiona (dessin animé Shrek),Groupe 5,0
-41.622086,-8.331214,Princesse Leia ,Groupe 5,0
-44.319443,-5.994849,Princesse mononoke,Groupe 5,0
-42.680622,0.30969602,Princesse Raiponce ,Groupe 5,0
-11.5127945,8.809134,Princesse Shirahoshi ,Groupe 1,0
56.236263,-16.676746,prof d info,Groupe 4,0
-33.47747,-1.0270885,Professeur Layton (jeu vidéo d'énigmes),Groupe 5,0
29.933996,19.411125,Pythagore,Groupe 0,0
-12.41979,-3.8010988,queen,Groupe 1,0
-11.940058,7.316689,Quelqu'un qui passe toute les questions,Groupe 1,0
10.454459,-20.537579,Quentin Tarantino,Groupe 0,0
-23.011948,3.6533062,R2-D2 ,Groupe 5,0
-0.40421528,2.657777,R4-p17 ,Groupe 1,0
-10.375174,7.87654,Rachel Zane ,Groupe 1,0
-2.6480918,-20.035507,Rafael Nadal,Groupe 3,0
-55.748814,-5.241522,Ragnar Lothbrok (série TV: Viking),Groupe 5,0
24.942245,19.087578,Ramanujan,Groupe 0,0
-9.226297,6.6597805,Ramsès 1er ,Groupe 1,0
-23.968195,6.710562,Rantanplan ,Groupe 5,0
-46.55889,-11.233945,Raoh (manga ken le survivant),Groupe 5,0
55.511707,11.690914,Raphaël Varane,Groupe 4,0
-6.602706,-2.4820778,raptou ,Groupe 1,0
25.616507,20.62896,Raspoutine,Groupe 0,0
-18.618465,14.27791,Rastapopoulos,Groupe 5,0
-4.1717215,-4.7227006,ratatouille ,Groupe 1,0
-14.179454,10.344074,Raven Queen ,Groupe 1,0
-37.09426,-7.147249,Rayman,Groupe 5,0
-48.52477,14.63902,raymond reddington(série BLacklist),Groupe 5,0
-9.372752,-2.4665754,Reimu Hakurei,Groupe 1,0
16.129251,-18.066175,Reine Elizabeth,Groupe 3,0
-39.943275,-6.81587,Reisen (Touhou),Groupe 5,0
50.905506,4.045606,Rémi Gaillard,Groupe 4,0
62.35562,-6.3751,Renaud,Groupe 3,0
55.6518,8.048347,Renaud Lavillenie (perchiste),Groupe 4,0
30.200054,-10.691108,René Coty,Groupe 4,0
30.836273,-11.109307,René Coty (Président un grand homme il marquera l'histoire),Groupe 4,0
33.57255,-10.778712,René Descartes,Groupe 3,0
4.6945333,0.36467066,repondre oui puis non ,Groupe 0,0
18.990595,2.4102705,Richard Dean Anderson,Groupe 0,0
54.5079,8.932822,Richard Gasquet,Groupe 4,0
59.85271,-15.832723,Richard Stallman,Groupe 4,0
50.473152,2.781493,Richard Virenque,Groupe 4,0
27.05619,-14.4175,Richelieu,Groupe 4,0
-34.695877,-6.7156005,Richter Belmont (Castlevania),Groupe 5,0
12.435475,-23.70465,Rick Astley,Groupe 0,0
-44.741722,13.163506,Rick Grimms (walking dead),Groupe 5,0
7.4357324,-10.666377,Rick Riordan (écrivain américain),Groupe 0,0
-31.262419,6.5015383,Rien,Groupe 5,0
6.1845684,-14.6466055,Rihanna (chanteuse barbadienne),Groupe 0,0
-26.064333,-9.540262,riki,Groupe 5,0
-38.683346,-5.451226,Rin Kaenbyou,Groupe 5,0
-14.656427,-3.0617607,Riri Fifi et Loulou ,Groupe 1,0
-40.12333,-4.2790623,Riven (jpersonnage de jeu vidéo),Groupe 5,0
10.864044,-21.648962,Rob Hopkins (enseignant ern permaculture brittanique),Groupe 0,0
-15.657015,6.3314877,Robert Faurisson,Groupe 1,0
51.77964,3.048723,Robert Menes,Groupe 4,0
22.39639,19.141249,Robert Oppenheimer,Groupe 0,0
-41.44339,7.292331,Robin des bois,Groupe 5,0
48.695442,-9.87143,Robinet,Groupe 4,0
-8.720692,-11.457953,Rocco Siffredi,Groupe 0,0
-14.582372,21.67585,Rock Lee ,Groupe 1,0
-49.936966,-8.707617,Rocky Balboa,Groupe 5,0
-2.8407683,-20.422113,Roger Federer,Groupe 3,0
13.86183,-18.748402,roi du Maroc,Groupe 0,0
-11.167609,10.673935,Rokubi ,Groupe 1,0
55.013687,9.773603,Romain Grosjean,Groupe 4,0
51.003128,-21.9093,Romain Hu (étudiant INSA),Groupe 4,0
57.215282,8.362712,Romain Laigo (étudiant INSA),Groupe 4,0
13.027661,-8.863413,Roman Abramovitch,Groupe 0,0
9.897915,-23.77164,Roméo Elvis (rappeur),Groupe 0,0
-48.960445,-1.9516711,Ron Waesley,Groupe 5,0
11.573604,-26.140234,Ronaldo,Groupe 0,0
-56.286114,-2.9231882,Roronoa Zoro (manga one piece),Groupe 5,0
49.346123,-3.175358,Roselyne Bachelot,Groupe 4,0
11.446818,0.14182554,Ryan Gosling,Groupe 0,0
-12.566946,11.473702,Ryan Sheckler ,Groupe 1,0
-37.19072,-5.2634683,Ryu,Groupe 5,0
-15.792051,12.290427,Sabor ,Groupe 1,0
12.325035,-24.931396,Sabrina (chanteuse de Boys boys boys),Groupe 0,0
-24.314468,11.296881,Sacamin,Groupe 5,0
-54.174873,-8.748329,Sacha (pokémon),Groupe 5,0
-39.431553,-12.907556,Saitama (Manga : One Punch Man),Groupe 5,0
-41.086315,-5.810172,Sakura (manga Naruto),Groupe 5,0
-4.171646,-4.722702,Sakurai Tomoki ,Groupe 1,0
-7.5112624,28.884478,Salamèche (Pokémon),Groupe 1,0
28.871098,16.14654,Salvador Dalí (peintre espagnol),Groupe 0,0
54.14589,10.409585,Samir Ait Said,Groupe 4,0
54.214157,10.970037,Samir Nasri,Groupe 4,0
-28.156466,-7.735466,Saphira (Eragon),Groupe 5,0
24.775429,-10.841571,SARDA GARRIGA,Groupe 4,0
50.5717,-13.49596,Sardoche (Streamer),Groupe 4,0
3.0438406,-18.846706,Sasha Grey,Groupe 0,0
-14.319063,14.243784,Sasuke Susano ,Groupe 1,0
-10.300365,9.437268,Saule ,Groupe 1,0
-19.978983,20.452127,Savage Opress  ,Groupe 1,0
-7.4042864,2.7490642,Sawako Kuronuma ,Groupe 1,0
-11.378349,12.334445,Sayaka Maizono ,Groupe 1,0
-10.768193,24.884422,Sazuke Ushiwa,Groupe 1,0
-21.215202,1.352081,Schtroumpf,Groupe 5,0
-26.241318,9.645188,scooby-doo,Groupe 5,0
-12.683869,13.476956,Scott le con ,Groupe 1,0
51.76148,6.609934,Sebastien Chabal,Groupe 4,0
55.228924,6.1282816,Sébastien Loeb (pilote de rallye français),Groupe 4,0
48.80857,-2.413795,Ségolène Royal,Groupe 3,1
-53.57265,-0.78607565,Seiya (manga: chevalier du zodiaque),Groupe 5,0
6.799931,-24.083265,Senamo (la smala),Groupe 0,0
-10.304682,0.44590607,Sentenza la brute (film: le bon la brute et le truand),Groupe 5,0
-49.83996,11.072489,Serena Van Der Woodsen (série TV:  Gossip Girl),Groupe 5,0
0.41568413,-12.4615,Serena Williams (tenniswoman américaine),Groupe 0,0
1.9724331,14.786237,Serge Manesenkow ,Groupe 1,0
8.821327,-10.731488,Serj Tankian (chanteur),Groupe 0,0
-0.8447486,7.2250867,Shae Vizla ,Groupe 1,0
-8.69617,-11.440502,Shahrukh Khan (Acteur Bollywoodien),Groupe 0,0
10.189029,-25.451801,Shakira ,Groupe 0,0
8.756749,-23.393755,Shawn Mendes,Groupe 0,0
-48.523563,11.073788,Sheldon,Groupe 5,0
-51.02766,5.8537235,sheldon Cooper (The Big Band Theory),Groupe 5,0
53.325768,-4.437612,Shella (chanteuse),Groupe 4,0
-37.112595,-8.604597,Shen (personnage du jeu League of Legend),Groupe 5,0
-34.054462,-6.453348,Shepard,Groupe 5,0
-56.259293,8.942148,Sherlock Holmes,Groupe 5,0
5.7668166,-16.415737,Sheryl Sandberg,Groupe 0,0
-45.520275,-4.9073734,Shifu (manga: kung fu panda),Groupe 5,0
-54.773182,-0.5690933,Shikamaru Nara (naruto),Groupe 5,0
-37.202354,-1.1351122,Shin Kuroi (perso de jeu vidéo),Groupe 5,0
-55.33063,-1.3773106,Shinji (personnage de Evangelion),Groupe 5,0
-43.945793,-6.7437015,Shiro (de deadman wonderland),Groupe 5,0
-36.2485,3.5325923,Shrek,Groupe 5,0
-35.32396,-6.9939747,Shulk,Groupe 5,0
51.13025,-8.342908,Shy'm (chanteuse francaise),Groupe 4,0
-30.85965,3.9433637,Simba,Groupe 5,0
0.50709486,-15.021616,Simone Arianne Biles (gymnaste américaine),Groupe 0,0
24.951351,-11.925111,Simone de Beauvoir (Auteure),Groupe 4,0
35.73947,-10.62426,Simone Veil (militante pour l'avortement),Groupe 3,0
-1.8664496,3.363792,Sindibad ,Groupe 1,0
51.025085,-14.27474,Siphano (Youtubeur),Groupe 4,0
-0.17234333,0.80980754,Skelerex ,Groupe 1,0
9.577391,-10.236057,Slash (guitariste),Groupe 0,0
-34.55413,-7.926462,Snake (Metal Gear Solid),Groupe 5,0
-29.062384,2.825659,Snoopy,Groupe 5,0
29.597607,18.605202,Socrate,Groupe 0,0
-45.084137,-18.588488,Son Goku (manga: dragon ball),Groupe 2,0
1.5896285,1.4745463,Sonia Gothik ,Groupe 1,0
-42.24762,-17.63404,Sonic ,Groupe 5,0
1.0322732,5.166621,Sophie ,Groupe 1,0
-0.41853282,4.3606915,Soufiane Msalek ,Groupe 1,0
-1.8596224,4.881794,Spider-Cochon ,Groupe 1,0
-35.94467,-4.0180936,Spider-man ,Groupe 5,0
25.094631,-10.423986,Spinoza (philosophe),Groupe 4,0
-44.979237,0.22886777,Spirou,Groupe 5,0
-55.26479,-3.3662837,Spoke,Groupe 5,0
-37.812595,2.088844,sponge bob,Groupe 5,0
-39.487255,-12.098095,Squall Leonhart (jeu vidéo Final fantaisie),Groupe 5,0
56.541008,-23.431664,Squeezie,Groupe 3,0
-9.540486,-6.784086,Squirtle (carapuce dans manga pokemon),Groupe 5,0
10.040149,-3.7791739,Stan Lee,Groupe 0,0
-54.356827,-2.7533357,Stannis Baratheon,Groupe 5,0
27.013943,16.073929,Stefan Zweig (écrivain autrichien),Groupe 0,0
51.66367,-5.5095267,Stéphanie De Monaco,Groupe 4,0
29.367964,10.27175,Stephen Awking,Groupe 0,0
-0.6316986,-15.040623,stephen curry,Groupe 3,0
22.561407,10.417067,Steve Jobs,Groupe 3,0
-39.786976,5.151144,Steve Stiffler (american pie films),Groupe 5,0
7.097675,-10.928173,Stevie Wonder,Groupe 0,0
60.3102,-9.6460085,Sting (musicien britannique),Groupe 4,0
-27.49426,1.6209612,Stitch (personnage Disney),Groupe 5,0
9.849383,-23.726336,Stromae,Groupe 0,0
-53.967716,-4.01716,Supergirl ,Groupe 5,0
-45.285076,-14.355072,Superman ,Groupe 5,0
-27.974073,-14.319635,Supreme Leader Snoke (Personnage de star wars),Groupe 5,0
61.53582,-19.64451,Sylvain Duriff,Groupe 4,0
7.577117,-5.869096,Sylvester Stallone,Groupe 0,0
49.30525,-14.803035,Sylvia Kersusan (professeur italien francais anglais),Groupe 4,0
1.1305039,3.3231487,Ta compagne ,Groupe 1,0
-4.562074,25.611168,Ta cousine ,Groupe 1,0
-0.2733678,5.993677,Ta demi-soeur ,Groupe 1,0
46.99069,-4.9065037,Ta mère !,Groupe 3,0
-1.7015766,-0.29466447,Ta soeur siamoise ,Groupe 1,0
-3.5119114,-1.4592929,Talbot  ,Groupe 1,0
-6.6407537,0.4916608,Tamim ,Groupe 1,0
54.29048,-18.466902,Tangi Tassin,Groupe 4,0
-1.8455309,6.2091722,Tante Phl?bite ,Groupe 1,0
-45.115856,-2.5802574,Tara Duncan (Livre éponyme),Groupe 5,0
11.932142,-22.525501,Tarik Ramadam (islamologue),Groupe 0,0
-54.31569,-15.049643,Tarzan ,Groupe 5,0
2.6200762,5.934534,Taylor Lautner ,Groupe 1,0
7.1311965,-12.2495985,Taylor Swift (chanteuse american),Groupe 0,0
-52.267307,6.6602683,Tchoupi (personnage de tchoupi),Groupe 5,0
-24.009712,15.129819,teal'c,Groupe 5,0
50.511997,9.689627,Teddy Riner (champion du monde de judo),Groupe 3,0
-33.66034,3.1433923,Teemo,Groupe 5,0
-46.59602,-8.460461,Terminator,Groupe 5,0
18.13126,18.034224,Terry Pratchett,Groupe 0,0
2.8080125,4.049392,Teru Mikami ,Groupe 1,0
-3.274645,0.580997,Thatcher Joe ,Groupe 1,0
-48.777897,1.7707006,The Flash,Groupe 5,0
-29.14694,-14.435721,The Punisher,Groupe 5,0
48.895363,-9.814712,TheMissAddict,Groupe 4,0
-0.2604007,-17.677464,Théo Walcott,Groupe 0,0
-54.434063,-2.6212258,theon greyjoy,Groupe 5,0
47.223904,-18.04764,Thierry Merle,Groupe 4,0
53.84996,7.812255,Thierry Omeyer (handballeur français),Groupe 4,0
-8.217235,-0.0021113046,Thomas Colton Padalecki ,Groupe 1,0
22.28658,12.853561,Thomas Edison (inventeur américain),Groupe 0,0
56.195103,-21.58226,Thomas Pesquet (spationaute),Groupe 4,0
46.905514,-21.096724,Thomas Porcher (économiste),Groupe 4,0
50.259464,6.5769076,thomas voeckler,Groupe 4,0
-40.96788,-12.659279,Thor ,Groupe 5,0
14.42737,-9.600036,Tiger Woods,Groupe 0,0
6.0875115,-10.690052,Tim Berners-Lee,Groupe 0,0
-44.926258,-19.3783,Tintin (personnage de BD),Groupe 2,0
-20.799957,6.6988354,Titi,Groupe 5,0
50.98439,-14.778015,Titouan (étudiant charo),Groupe 4,0
-25.24712,1.6484851,Toby (personnage de Harry potter),Groupe 5,0
8.648083,18.79256,Todd le Wraith ,Groupe 1,0
