Axe_X,Axe_Y,Name,Cluster,Medoid
-30.341852,7.6305547,Gaïa,Groupe 5,0
-5.4509244,14.373177,Gajeel Redfox ,Groupe 1,0
3.6223397,-18.64027,Gal Gadot (actrice Israélienne),Groupe 0,0
28.239576,19.025063,Galilée,Groupe 0,0
-46.616753,-3.505009,Gandalf,Groupe 5,0
-48.854893,-13.728257,Gandalf (le seigneur des anneaux),Groupe 5,0
27.967491,19.946495,gandhi,Groupe 0,0
-35.007202,-14.382091,Ganondorf ,Groupe 5,0
-30.560005,2.936658,Ganymède (oiseau compagnon de Bastion jeu vidéo Overwatch),Groupe 5,0
-32.708927,-5.0720882,Garen (jeu vidéo League of Legends),Groupe 5,0
-25.54314,8.77547,Garfield,Groupe 5,0
-42.132225,2.4290714,Gargamel (BD les Schtroumf),Groupe 5,0
-38.87824,11.126168,Gasai Yuno (manga Mirai Nikki),Groupe 5,0
-42.725693,4.921422,Gaston Lagaffe ,Groupe 5,0
-25.259283,-2.555993,Géant Vert,Groupe 5,0
9.198027,-4.9200163,Gene Hackman (acteur américain),Groupe 0,0
-14.656186,-3.0617304,Général Shepard (Mass Effect),Groupe 1,0
-18.777557,1.0553982,Genie Dans Aladin ,Groupe 5,0
27.17867,17.31828,Georg Friedrich Bernhard Riemann (mathématicien allemand),Groupe 0,0
-40.66396,5.3970733,George Abitbol (film La Classe américaine),Groupe 5,0
56.56653,-18.704779,George Boole (mathématicien brittanique),Groupe 4,0
10.2191305,-2.6478446,George Clooney ,Groupe 0,0
21.624874,11.983396,George Washington (président américain),Groupe 0,0
26.443073,-1.5241805,Georges Bizet (musicien français),Groupe 4,0
27.845053,-4.5853615,Georges Brassens (chanteur),Groupe 4,0
30.171368,-10.111999,Georges Clemenceau ()[Dhomme politique),Groupe 4,0
44.7595,-1.9774671,Gérard Depardieu,Groupe 3,0
57.712196,-15.585168,Gérard Majax (illusioniste),Groupe 4,0
48.177467,1.6985505,Gérard Vaillant (enseignant à l'INSA),Groupe 4,0
5.2126245,19.696213,Ghost Rider ,Groupe 1,0
54.369034,-6.6564474,Giédré (chanteuse),Groupe 4,0
-0.86533564,28.587496,Gilgamesh ,Groupe 1,0
-46.373745,-4.0095434,Gimli,Groupe 5,0
-2.52077,12.5376,Ginrei Kuchiki ,Groupe 1,0
19.3424,-13.81921,girafe,Groupe 4,0
30.825314,14.820778,Giuseppe Verdi (compositeur romantique italien),Groupe 0,0
-26.787258,-9.78784,GLaDOS (jeu vidéo Portal),Groupe 5,0
-1.0629541,13.505285,Glen Johnson ,Groupe 1,0
21.752317,-5.7826877,Godefroy de Bouillon,Groupe 0,0
-7.5109744,28.885906,Gokudera Hayato ,Groupe 1,0
-25.964745,-0.495739,Goldorak,Groupe 5,0
-26.915083,-6.576837,Gollum,Groupe 5,0
-55.630913,-3.3929303,Gon (Hunter x hunter),Groupe 5,0
-3.2768025,12.423087,Gonzalo Higuain ,Groupe 1,0
-32.308456,-3.5374126,Gordon Freeman ,Groupe 5,0
8.868758,-19.398289,Gordon Ramsay,Groupe 0,0
55.947475,-19.396465,Gotaga (Corentin Houssein joueur de jeu video),Groupe 4,0
26.607939,18.64786,Gottfried Wilhelm Leibniz (polymate allemand),Groupe 0,0
29.260553,-6.591638,Grace Kelly ,Groupe 4,0
18.271667,2.9886575,Graham Chapman ,Groupe 0,0
-49.50509,-18.127676,Green Arrow ,Groupe 5,0
-4.827257,16.299833,Gregory Goyle ,Groupe 1,0
-23.664383,11.12885,Groot,Groupe 5,0
-24.298431,11.312411,Grosminet,Groupe 5,0
-27.516445,3.5096116,Grosminet (personnage de Titi),Groupe 5,0
-1.7256899,12.789258,Guigui ,Groupe 1,0
0.5366734,23.389372,Guillaume Apollinaire ,Groupe 1,0
57.52909,-18.509953,Guillaume Meurice (chroniqueur radio),Groupe 4,0
34.0053,-8.963088,Gustave Eiffel,Groupe 4,0
-57.048805,-3.6821685,Guts (Berserk),Groupe 5,0
31.999502,-6.2020288,Guy Ligier International de Rugby patron d'écurie de sport auto constructeur automobile,Groupe 4,0
47.11581,2.264348,Guy Novès (entraineur de rugby),Groupe 4,0
-28.301802,-7.4846478,Hadès,Groupe 5,0
-22.529266,4.3639975,HAL 9000 (ordinateur 2001 Odysée de l'Espace),Groupe 5,0
-48.556107,-4.182055,Han Solo (star wars),Groupe 5,0
-52.609432,2.6770132,Hannibal Lecter,Groupe 5,0
-28.532074,3.4634044,Happy ,Groupe 5,0
49.81157,-14.65238,Haroun (humoriste),Groupe 4,0
10.037298,-2.1012278,Harrison Ford,Groupe 0,0
-45.35996,-19.534895,Harry Potter (personnage de livre),Groupe 2,0
-3.985305,16.1284,Haru Glory ,Groupe 1,0
-40.234737,-0.41815332,Hatsune Miku (humanoïde japonaise),Groupe 5,0
18.268602,-21.380655,hayao miyazaki,Groupe 0,0
-1.1565108,-3.2144265,HCMin,Groupe 0,0
-37.684925,12.002205,Hélène de Troie,Groupe 5,0
27.055103,17.818048,Helmut Kohl (homme politique allemand),Groupe 0,0
29.457663,-3.6916754,Henri IV (roi de france),Groupe 4,0
34.92738,-7.8111744,Henri Poincaré,Groupe 3,0
32.413967,-9.0493965,Henri-Léon Lebesgue (mathématicien),Groupe 4,0
23.637789,15.340423,Herbert Von Karajan,Groupe 0,0
-40.546238,7.035777,Hercule (demi-dieu romain),Groupe 5,0
-38.821373,-15.930077,Hercule Poirot,Groupe 5,0
26.64336,14.519475,Hergé (dessinateur Tintin),Groupe 0,0
-47.29946,-0.89751494,Hermione Granger ,Groupe 5,0
7.2648797,-9.560906,Hillary Clinton (femme politique américaine),Groupe 0,0
-38.534733,9.908923,Hinamori Amu (personnage principal du manga Shugo Chara),Groupe 5,0
-55.0251,11.351221,Homer Simpson,Groupe 2,0
14.436649,-21.421783,Horst Seehofer (homme politique allemand),Groupe 0,0
-48.84464,-3.3302004,Hubert Bonnisseur de la Bath,Groupe 5,0
58.588467,-9.99194,hubert felix thiefaine (chanteur),Groupe 4,0
12.36976,-25.137802,Hubert Reeves,Groupe 0,0
49.739086,-23.417393,HUGO Pélussin CDC (étudiant INSA),Groupe 4,0
-4.3326235,15.2708,Hugo Simpson ,Groupe 1,0
-54.415794,-15.043765,Hulk,Groupe 5,0
-53.462162,-15.336719,Hulk (super héros marvel),Groupe 5,0
-2.9824283,14.7385,Hyomin ,Groupe 1,0
-49.36844,-17.943161,Ichigo Kurosaki (manga Bleach),Groupe 5,0
-24.982029,7.2512546,Idéfix,Groupe 5,0
-1.8932354,13.61642,Iggy Koopa ,Groupe 1,0
20.068308,14.049752,Il faut sauver Willy,Groupe 0,0
-32.18889,-13.829713,Illidan Hurlorage,Groupe 5,0
-49.39783,-7.1493063,Indiana Jones,Groupe 5,0
-0.8625074,28.587238,Indira Priyadarshini Gandhi ,Groupe 1,0
-39.096546,-16.648018,Inspecteur Columbo (perso série tv du même nom),Groupe 5,0
-6.596105,20.79551,Ion Antonescu ,Groupe 1,0
-48.01643,-14.905786,Iron Man /Tony Stark (Marvel),Groupe 5,0
20.288366,14.557299,Isaac Asimov,Groupe 0,0
24.57872,7.0433955,Isaac Newton,Groupe 3,0
46.982132,3.9811296,Isabelle,Groupe 4,0
49.638382,-4.2779202,Isabelle Adjani (actrice française),Groupe 4,0
-3.5003273,15.442253,Itay Sheshter ,Groupe 1,0
4.7953463,25.55023,Ivan Ezequiel Lavezzi ,Groupe 1,0
43.148907,-9.906175,Ivan Leplumey (enseignant INSA Rennes),Groupe 3,0
-2.5976517,13.22839,Ivan Vanko (film: Iron Man),Groupe 1,0
-34.667435,-5.628724,Izuku Midoriya (héros shonen),Groupe 5,0
-19.979113,-3.6388507,Izuna,Groupe 5,0
-3.3568816,13.867017,J.P. Perkins ,Groupe 1,0
26.91958,10.434528,J.R.R Tolkien,Groupe 0,0
8.023233,13.567548,Jabba le Hutt	 ,Groupe 1,0
-32.311928,-3.4175696,Jack Bioshock,Groupe 5,0
-45.377132,-1.730003,Jack Frost (Légende américaine),Groupe 5,0
11.926027,-5.276394,Jack Nicholson (acteur américain),Groupe 0,0
-41.778473,9.656114,Jack Sparrow,Groupe 5,0
12.591708,-2.1557114,Jackie Chan (acteur chinois),Groupe 0,0
6.9180055,3.6623282,jacques ANTILLE,Groupe 1,0
30.23856,15.042939,Jacques Brel (chanteur),Groupe 0,0
60.117165,-18.356258,Jacques Cheminade,Groupe 4,0
43.515343,-5.6789765,Jacques Chirac,Groupe 3,0
48.784184,2.9874465,jacques laffite,Groupe 4,0
29.76892,-8.393349,Jacques Martin (animateur tv français),Groupe 4,0
-42.408657,1.4696552,Jacquouille la fripouille (film Les visiteurs),Groupe 5,0
-57.749996,-6.543593,Jaime Lannister ,Groupe 5,0
-46.958706,10.680106,Jake Peralta (personnage de Brooklyn Nine Nine),Groupe 5,0
44.497578,-17.610586,Jamal Benhlal (enseignant INSA),Groupe 3,0
45.65401,-18.568645,JAMAL LE POTO DE TITOUAN,Groupe 4,0
45.6431,-9.207512,Jamel Debbouze ,Groupe 4,0
-38.89523,7.40495,James Adams,Groupe 5,0
10.420189,-21.396002,James Blunt (musicien brittanique),Groupe 0,0
-48.235096,-16.506502,James Bond,Groupe 5,0
9.253598,8.072773,James Potter ,Groupe 1,0
54.270317,-14.9610405,Jamie (c'est pas sorcier),Groupe 4,0
28.088028,10.176487,Jane Austen,Groupe 0,0
-37.81489,10.774659,Jane Eyre,Groupe 5,0
-2.0515628,14.45435,Jango Fett ,Groupe 1,0
-22.803988,-2.37128,Janna (League of Legends),Groupe 5,0
-2.7566879,15.632171,Jappeloup de Luze ,Groupe 1,0
-52.563248,5.464359,Jasmine,Groupe 5,0
-32.314384,-3.8790529,Jax,Groupe 5,0
-3.3514397,13.10117,Jean Cassou ,Groupe 1,0
30.679855,-12.969834,Jean d'Ormesson (académie française décédé),Groupe 4,0
28.772675,-15.31283,Jean de La Fontaine,Groupe 4,0
55.43316,-11.607789,Jean Dujardin,Groupe 3,0
-2.7001162,13.998544,Jean Havoc ,Groupe 1,0
48.448994,3.433236,Jean Le Cam ()[Dnavigateur),Groupe 4,0
57.935143,-16.721195,Jean Luc Reichmann,Groupe 4,0
61.558186,-17.675804,Jean Marc Ayrault,Groupe 4,0
50.20145,-18.40726,Jean Messiha (énarque et docteur en sciences économiques),Groupe 4,0
31.79306,-10.846999,Jean Moulin,Groupe 4,0
27.94077,15.474419,Jean Paul 2,Groupe 0,0
60.1543,-17.37658,JEAN PAUL VIRAPOULLE (MAIRE DU 440),Groupe 4,0
32.173153,-8.815131,Jean Perrin,Groupe 4,0
48.82569,3.2741756,Jean Pierre Rives,Groupe 4,0
32.748264,-13.30613,Jean Racine (dramaturge français),Groupe 3,0
23.991922,19.624075,Jean Sébastien Bach,Groupe 0,0
-8.17678,20.756294,Jean XXIII ,Groupe 1,0
31.027931,-12.852798,Jean-Christophe Victor,Groupe 4,0
5.986517,1.6621437,Jean-Claude François ,Groupe 1,0
-1.960264,15.310945,Jean-Claude Pascal ,Groupe 1,0
13.92322,-5.620534,Jean-Claude Van Damme,Groupe 0,0
51.80456,-18.841461,Jean-David ,Groupe 4,0
32.94959,-7.8173122,Jean-François Champollion (égyptologue français),Groupe 4,0
61.796036,-10.170593,Jean-Jacques Goldman (chanteur français),Groupe 3,0
29.18772,-14.305785,Jean-Jacques Rousseau,Groupe 4,0
49.07116,2.2945473,Jean-Louis Gasset (entraineur foot),Groupe 4,0
47.040524,-18.875872,Jean-Louis Merrien (Professeur de Maths),Groupe 4,0
-3.9403443,12.495752,Jean-Luc Bret ,Groupe 1,0
62.224773,-16.769365,Jean-Luc Mélenchon ,Groupe 3,0
55.951633,-16.607878,Jean-Marc Jancu (enseignant INSA),Groupe 4,0
64.0773,-15.753188,Jean-Marie Le Pen,Groupe 3,0
29.678488,-8.350945,jean-Paul Belmondo,Groupe 4,0
-5.6308265,15.965058,Jean-Paul Rouland ,Groupe 1,0
44.247524,0.27223992,Jean-Philippe Durand,Groupe 3,0
30.842741,-9.257651,Jean-Pierre Coffe (animateur gastronome),Groupe 4,0
58.048256,-16.61175,Jean-Pierre Pernault,Groupe 4,0
30.690008,-6.1772933,Jeanne d'Arc,Groupe 4,0
-3.798187,14.602929,Jeanne Hachette ,Groupe 1,0
-19.101446,1.6198459,Jebediah Kerman ,Groupe 5,0
5.212779,19.696848,Jebediah Springfield ,Groupe 1,0
2.328569,-20.288496,Jennifer Lawrence (actrice principale de Hunger Games),Groupe 0,0
-4.3520837,12.001856,Jennifer Morrison ,Groupe 1,0
46.499393,-17.274132,Jerome Trochon(professeur de mathématiques),Groupe 4,0
-29.258978,3.5954106,Jerry,Groupe 5,0
6.9504776,1.2536451,Jessica Alba (actrice américaine)),Groupe 0,0
-49.496445,11.063267,Jessica Day (personnage de New Girl),Groupe 5,0
-7.7192044,12.50525,Jessica Jung ,Groupe 1,0
26.737083,20.98429,Jesus,Groupe 0,0
28.350273,18.150255,Jésus Christ ,Groupe 0,0
18.499956,2.6077867,Jet Li,Groupe 0,0
-7.4675865,11.730825,Jiemma  ,Groupe 1,0
-39.475803,-1.3518437,Jill (Va-11 Hall-a),Groupe 5,0
11.561995,-2.9247005,Jim Carrey,Groupe 0,0
18.578232,13.001286,Jimi Hendrix,Groupe 0,0
-8.570047,12.139043,Jimmy de Santa ,Groupe 1,0
9.601331,-12.952272,Jimmy Page (guitariste de Led Zeppelin),Groupe 0,0
8.023012,13.5686655,Jimmy Pegorino  ,Groupe 1,0
-39.4854,-8.149788,Jinx,Groupe 5,0
11.66717,-21.283728,JK Rowling,Groupe 0,0
10.489028,-21.211544,JK Rowling (auteure de Harry Potter),Groupe 0,0
54.330807,5.8191032,Jocelyn Gourvennec (footballeur français),Groupe 4,0
52.1302,9.525929,Joe Wilfreid Tsonga,Groupe 4,0
-8.244778,11.39331,Joël Barillet ,Groupe 1,0
-52.031364,9.394094,Joey (friends),Groupe 5,0
-10.507393,18.317123,Joffrey Baratheon ,Groupe 1,0
-8.150277,10.611865,Johann Bois ,Groupe 1,0
27.00337,16.102583,Johannes Kepler (astronome),Groupe 0,0
14.092588,-2.6921356,John Cena (Catcheur),Groupe 0,0
5.4726844,0.9952053,John Coffey ,Groupe 1,0
19.378378,14.793894,John Fitzgerald Kennedy (président américain dit JFK),Groupe 0,0
28.266703,8.409588,John Lennon,Groupe 0,0
-47.91272,16.336462,John Locke (série TV: Lost),Groupe 5,0
-44.15746,-10.581216,John Rambo,Groupe 5,0
-43.247463,15.438162,John Watson,Groupe 5,0
-2.5532174,18.20356,Johnny Ace ,Groupe 1,0
13.679623,-1.33937,Johnny Depp,Groupe 0,0
36.887547,-7.48024,Johnny Halliday,Groupe 2,0
26.865349,-4.1102824,Johnny Halliday (musicien),Groupe 4,0
12.158996,-0.24787201,Johnny Sins (acteur pornographique),Groupe 0,0
-43.980145,15.635626,JOJO (personnage de série JOJO Bizarre adventure),Groupe 5,0
-36.21475,-13.865645,Joker,Groupe 5,0
-58.39883,-5.361436,Jon Snow  (personnage de Game of thrones),Groupe 5,0
-34.43223,-5.2053595,Jonathan Joestar (perso de manga),Groupe 5,0
1.1658808,-16.70898,JONNY WILKINSON,Groupe 0,0
-2.5532174,18.20356,Jordan Amavi ,Groupe 1,0
-2.5532174,18.20356,José Mujica ,Groupe 1,0
24.706305,15.494673,Joseph Goebbels (dirigeant nazi),Groupe 0,0
-41.629803,7.0431256,Joseph Joestar (personnage Manga),Groupe 5,0
23.0586,17.705946,Joseph Staline,Groupe 3,0
-50.618896,10.366585,Joséphine (série TV: Joséphine Ange Gardien),Groupe 5,0
-7.9598465,-6.9892154,Josiane Villory,Groupe 4,0
51.46421,-19.417978,Josselin Stark,Groupe 4,0
9.628912,-8.571172,Joyce Carol Oates (romancière américaine),Groupe 0,0
51.217327,-7.8523817,Joyce Jonathan,Groupe 4,0
-11.02027,20.565895,Jubia Lokser ,Groupe 1,0
59.005924,-3.2691162,Jul (rappeur),Groupe 4,0
32.16152,17.691084,Jules Cesar ,Groupe 3,0
29.55602,-14.133144,Jules Verne (écrivain),Groupe 4,0
-2.5532174,18.20356,Julien Brellier ,Groupe 1,0
59.56606,-6.3115783,Julien Doré (chanteur),Groupe 4,0
6.11716,-19.415709,Julien Lepers,Groupe 0,0
-9.120954,16.3245,Juliet ,Groupe 1,0
-11.02027,20.565895,Julio (Le Grand Hôtel) ,Groupe 1,0
-30.209242,-7.756756,Jupiter (Zeus romain),Groupe 5,0
4.062263,-13.919527,Justin Bieber,Groupe 0,0
56.781914,-3.7890823,Kaaris (rappeur),Groupe 4,0
-9.120954,16.3245,Kaguya ?tsutsuki ,Groupe 1,0
55.99259,12.6515,Karim Benzema (footballeur),Groupe 3,0
26.626545,18.666553,Karl Marx,Groupe 0,0
26.73249,15.662437,Karl Weierstrass (mathématicien allemand du 19ème sciècle),Groupe 0,0
-48.624844,-9.501945,Katniss Everdeen,Groupe 5,0
-6.366356,18.260464,Katsumi ,Groupe 1,0
-15.215965,17.230362,Katsura Kotonoha ,Groupe 1,0
-0.27977023,-14.624595,Kawhi leonard ( basketeur americain ),Groupe 0,0
8.023233,13.569615,Kayako Saeki / The Grudge ,Groupe 1,0
11.404895,-22.790688,Keith Urban (chanteur),Groupe 0,0
-9.120954,16.3245,Kelly Groucutt ,Groupe 1,0
7.881778,-20.754705,Ken Block (pilote américain),Groupe 0,0
-41.09207,9.784678,Ken le survivant (manga),Groupe 5,0
58.27364,-6.8984737,Kendji Girac,Groupe 4,0
6.0297084,-12.701941,Kendrick Lamar,Groupe 0,0
-23.113974,7.0926523,Kermit (marionette du muppet Show),Groupe 5,0
55.782166,-9.171749,Kev Adams,Groupe 4,0
10.819215,-3.8995228,Kevin Costner (acteur américain),Groupe 0,0
56.467556,6.6739583,Kevin Mayer (décathlon),Groupe 4,0
10.963167,-4.552583,Kevin Spacey (acteur américain),Groupe 0,0
-35.2594,-14.241225,Keyser Soze,Groupe 5,0
-6.366356,18.260464,Kiba Inuzuka ,Groupe 1,0
-6.366356,18.260464,Kick-Ass ,Groupe 1,0
15.654792,-21.45211,Kim Jong-un ,Groupe 0,0
-9.120954,16.3245,Kim Sung Kyu ,Groupe 1,0
6.1117716,-24.143053,Kim Tae-hyung (chanteur sud-coréen),Groupe 0,0
-25.311056,-8.372363,King K. Rool (Donkey Kong Country),Groupe 5,0
-52.764126,3.2646282,Kira (death note),Groupe 5,0
-13.667312,-1.3478163,Kirby,Groupe 5,0
-32.922054,3.6153047,Kirby (personnage de jeu vidéo),Groupe 5,0
-24.481441,0.7148071,Kirikou,Groupe 5,0
-31.669409,-4.5059447,Kirito (SAO),Groupe 5,0
-44.137207,-6.6595054,Kirua (du manga Hunter x Hunter,Groupe 5,0
-9.120954,16.3245,Kiwi ,Groupe 1,0
-6.366356,18.260464,Kjarl (dofus) ,Groupe 1,0
0.8753565,-11.990798,Kobe Bryant (Basketteur Proffesionel),Groupe 0,0
-9.120954,16.3245,Koishi Shidou ,Groupe 1,0
-6.366356,18.260464,Konstantin Oustinovitch Tchernenko ,Groupe 1,0
-24.335077,2.529975,Koro-sensei ,Groupe 5,0
-11.977112,16.127172,Krystal Wallas,Groupe 1,0
-9.006335,19.23209,Kuragari Uroshima ,Groupe 1,0
18.860258,17.02529,Kurt Cobain,Groupe 0,0
-45.948875,-0.97000027,Kvothe personnage principal des chroniques du tueur de roi,Groupe 5,0
56.84565,12.473832,Kylian Mbappé (joueur de foot),Groupe 3,0
-45.03279,-8.430856,Kylo Ren (perso de star wars),Groupe 5,0
-6.366356,18.260464,Kyurem ,Groupe 1,0
-51.140068,7.0359383,L,Groupe 5,0
-24.708685,-3.2323055,L (personnage de Death Note),Groupe 5,0
-48.622032,7.8163395,L'arbitre des tournois dans dragonball,Groupe 5,0
-11.977112,16.127172,L'homme invisible,Groupe 1,0
-11.977112,16.127172,L'homme qui passe,Groupe 1,0
-9.006335,19.23209,la copine de neymar ,Groupe 1,0
-6.366356,18.260464,La créature de Frankenstein ,Groupe 1,0
-40.745773,0.46263006,La fée clochette ,Groupe 5,0
-9.191007,22.248463,la femme de leonidas ,Groupe 1,0
-5.2375665,22.28559,La Fenetre De Ma Chambre  ,Groupe 1,0
-12.40732,18.574055,La fourmi ,Groupe 1,0
-3.3908544,21.075191,La Licorne ,Groupe 1,0
-20.70854,6.6883492,La linea (Personnage de vieux dessin animé),Groupe 5,0
-41.949295,3.4422805,La méchante sorcière de l'Ouest (personnage du  Magicien d'Oz),Groupe 5,0
-24.131607,8.17317,La Panthère rose (perso dessin animé),Groupe 5,0
-5.2375665,22.28559,La reine de Saba ,Groupe 1,0
-39.96669,-10.750608,La reine des neiges,Groupe 5,0
-21.124613,-3.9362335,la schtroumpfette,Groupe 5,0
-1.1449758,21.019672,Lacrim ,Groupe 1,0
25.996403,11.261589,Lady Diana,Groupe 0,0
4.2356224,-17.568623,Lady Gaga ,Groupe 0,0
-20.275461,-3.6772795,Ladybug héroïne d'une série de magica girle,Groupe 5,0
5.91698,-16.437576,Lana del Rey,Groupe 0,0
-38.329784,-11.916278,Lara Croft,Groupe 5,0
-14.582386,21.676418,Lara Fabian ,Groupe 1,0
-37.680275,10.257993,Larmina (film OSS 117),Groupe 5,0
8.822512,13.236085,Laura Ingalls ,Groupe 1,0
52.13192,12.827578,Laure Manaudou,Groupe 3,0
61.680294,-18.314661,laurent Fabius,Groupe 4,0
-2.6776323,22.731564,Laurent Jalabert ,Groupe 1,0
58.722267,-16.89982,Laurent Ruquier,Groupe 4,0
60.90856,-16.958519,Laurent Wauquiez,Groupe 4,0
7.4350157,5.106049,Le Bibendum Michelin ,Groupe 1,0
-7.328747,22.786472,Le Commandant Shepard ,Groupe 1,0
-15.913704,-3.3985834,Le commissaire Navarro ,Groupe 1,0
-38.79177,-15.76364,Le Docteur ,Groupe 5,0
-55.213913,5.3986855,Le docteur (personnage de Doctor Who),Groupe 5,0
-2.5532174,18.20356,Le Fauve ,Groupe 1,0
-2.5532174,18.20356,Le foldingot (oksa pollock) ,Groupe 1,0
-46.209423,6.868941,Le grand schtroumpf,Groupe 5,0
-2.5532174,18.20356,Le Loup ,Groupe 1,0
-25.285463,10.2234125,Le Marsupilami ,Groupe 5,0
-2.5532174,18.20356,Le mec indécis,Groupe 1,0
-2.5532174,18.20356,Le Néant ,Groupe 1,0
13.703798,-24.499863,Le Pape,Groupe 0,0
9.220536,7.5871415,Le petit Grégory ,Groupe 1,0
-4.8147774,20.22607,Le Prophète Mohammed ,Groupe 1,0
-2.5532174,18.20356,Le quatrième Hokage ,Groupe 1,0
-45.74848,16.169693,Le roi Arthur,Groupe 5,0
-31.664898,7.0230618,Le soleil des Télétubbies,Groupe 5,0
-4.2001204,14.107211,Le telephone dans toy story 3 ,Groupe 1,0
-35.286236,-11.136438,LeBlanc (personnage du jeu League of Legends),Groupe 5,0
15.413069,-9.881521,LeBron James ,Groupe 3,0
-2.3623664,-17.530106,Lee "Faker" Sang-hyeok,Groupe 0,0
-35.650414,-6.769442,Lee Sin (League Of Legends),Groupe 5,0
-45.826054,-7.786822,Lelouch (Code Geass),Groupe 5,0
27.78134,7.611947,Lemmy Kilmister,Groupe 0,0
56.145008,-20.11718,Léo Grasset (YouTuber Dirty Biology),Groupe 4,0
30.07708,-11.701684,Léon Blum (homme politique français),Groupe 4,0
30.812975,16.323893,Léonard de Vinci,Groupe 0,0
28.376709,14.371445,Léonard Euler,Groupe 0,0
13.160874,-0.85636306,Léonardo Di Caprio,Groupe 0,0
0.9368983,-2.069925,Leopold II de Belgique,Groupe 0,0
54.02604,-14.85337,les Frérots (groupe de musique),Groupe 4,0
-4.4372997,12.919655,les jumelle olson ,Groupe 1,0
-0.35181627,-16.618937,Lewis Hamilton,Groupe 0,0
-14.656459,-3.0617678,Libellule ,Groupe 1,0
-29.427261,4.282389,Licorne,Groupe 5,0
-41.989594,1.1357223,Liesel Meminger ,Groupe 5,0
-34.826244,-1.3784662,Lightning,Groupe 5,0
4.456822,-12.80309,Lil Pump (rappeur américain),Groupe 0,0
-41.887886,-15.47949,Link (The legend of Zelda),Groupe 5,0
54.9561,-5.057433,Lino,Groupe 4,0
29.60279,-8.266414,Lino Ventura (acteur français),Groupe 4,0
7.946643,-17.813543,Linus Torvalds,Groupe 0,0
-5.9272504,-19.297497,Lionel Messi ,Groupe 3,0
-4.4340334,5.9768286,Logan Evans ,Groupe 1,0
-9.001002,9.242585,Logan Walker ,Groupe 1,0
4.8347816,-12.889323,Logic (rappeur),Groupe 0,0
46.153244,-16.119871,Loïc Hervé (professeur à l'INSA),Groupe 4,0
48.303127,3.209345,Loic Peyron (navigateur),Groupe 4,0
57.750248,-4.81234,Lomepal (Antoine Valentinelli rappeur),Groupe 4,0
-28.153784,-15.370306,Lord Voldemort ,Groupe 5,0
57.47198,-3.1539166,Lorenzo,Groupe 4,0
-4.666006,1.6384919,Loto ,Groupe 1,0
-38.8643,-5.8432736,Lotus (Warframe),Groupe 5,0
45.689793,5.7333703,Lou Ferrigno (acteur du Hulk),Groupe 4,0
19.967508,13.023358,Louis Armstrong (jazzman américain),Groupe 0,0
36.2691,-7.8428097,Louis de Funès,Groupe 3,0
30.84878,-1.8177301,Louis IX (saint-Louis),Groupe 3,0
31.978868,-5.980595,Louis Nicollin (président du club foot Montpellier),Groupe 4,0
34.746655,-8.97985,Louis Pasteur,Groupe 3,0
35.053265,-2.3734727,Louis XIV,Groupe 3,0
33.473835,-2.778653,Louis XVI,Groupe 3,0
55.849598,7.5378737,Luc Abalo (joueur de hand français),Groupe 4,0
57.80741,-16.38897,Luc Besson,Groupe 4,0
-9.082567,8.039623,Lucas Hauchard (Squeezie),Groupe 1,0
55.88226,7.53296,Lucie Decosse (Judokate),Groupe 4,0
-45.43917,-9.97952,Lucifer ,Groupe 5,0
-48.658203,-10.844804,Lucky Luke (personnage de BD),Groupe 5,0
26.193422,13.503729,Ludwig Van Bethoven,Groupe 0,0
-54.292305,-8.06714,Luffy (Personnage de One Piece),Groupe 5,0
-35.155235,-2.862613,Luigi (Mario),Groupe 5,0
-49.592632,-13.635196,Luke Skywalker,Groupe 5,0
-44.556767,-2.3315732,Luna Lovegood,Groupe 5,0
-2.962652,7.0797772,Lust ,Groupe 1,0
-40.147934,-4.173752,Lydia (personnage de Skyrim),Groupe 5,0
42.724907,-9.489309,M'hamed Drissy (Directeur de l'INSA de Rennes),Groupe 2,0
44.967262,-18.84642,M. Le Russet (agent de sécurité),Groupe 4,0
50.54965,-9.408401,Ma Grande  Soeur ,Groupe 4,0
48.437218,-6.7000647,Ma maman,Groupe 3,0
-23.24861,1.7644743,Mace Windu,Groupe 5,0
2.3829947,7.9652863,Madame de Montespan ,Groupe 1,0
-4.152323,7.125482,Mademoiselle Jeanne ,Groupe 1,0
0.27676773,8.048545,Madison Alamia ,Groupe 1,0
10.426171,-9.523871,madonna,Groupe 0,0
49.44894,-21.327274,Mael Hamon (étudiant INSA),Groupe 4,0
-50.011974,8.766473,Maggie Simpson,Groupe 5,0
-11.175618,0.8195568,Magicarpe ,Groupe 1,0
-5.4514184,6.9926796,Magna Charge ,Groupe 1,0
6.371591,-24.1039,Malala Yousafzai (militante pakistanaise des droits des femmes),Groupe 0,0
-52.149364,10.612327,Malcolm(personnage de Malcom),Groupe 5,0
-49.094753,-7.481093,Malicia (X-men),Groupe 5,0
-5.895593,-15.819162,Manuel Neuer (gardien de foot allemand),Groupe 0,0
62.32279,-8.059432,Manuel Valls,Groupe 4,0
22.48091,20.530941,Mao Zedong,Groupe 0,0
-7.844168,7.026404,Maradona ,Groupe 1,0
39.607204,-3.757812,Marc Briane (professeur INSA),Groupe 2,0
57.47933,-14.932137,Marc Lévy (écrivain),Groupe 4,0
3.0030265,-10.138255,Marc Zuckenberg (créateur de facebook),Groupe 0,0
