[1.82086383e-01
6.80397445e-04
6.74792325e-04
6.69524163e-04
6.66844079e-04
6.57337303e-04
6.49845090e-04
6.42773702e-04
6.34025785e-04
6.25943481e-04
6.16265973e-04
6.02880217e-04
6.00371501e-04
5.95986431e-04
5.93798560e-04
5.90866179e-04
5.78144672e-04
5.75994455e-04
5.71634535e-04
5.63301752e-04
5.54340343e-04
5.50202027e-04
5.35900377e-04
5.31579305e-04
5.29919552e-04
5.26591152e-04
5.21442200e-04
5.15648806e-04
5.06829893e-04
5.02247595e-04
4.99218878e-04
4.96106926e-04
4.87020941e-04
4.85912116e-04
4.76166270e-04
4.70809029e-04
4.62556596e-04
4.60868658e-04
4.57469665e-04
4.51897992e-04
4.43484914e-04
4.37458943e-04
4.34379367e-04
4.28215205e-04
4.26855959e-04
4.21667958e-04
4.18458631e-04
4.16550849e-04
4.09114574e-04
4.03217879e-04
3.90915205e-04
3.87015650e-04
3.83468727e-04
3.81941560e-04
3.75887875e-04
3.71377247e-04
3.68148694e-04
3.65143844e-04
3.60996106e-04
3.57055599e-04
3.50685017e-04
3.46334988e-04
3.43822819e-04
3.40737959e-04
3.38618190e-04
3.35001373e-04
3.30861110e-04
3.27210929e-04
3.23522136e-04
3.14173959e-04
3.12168385e-04
3.08801243e-04
3.06026837e-04
3.05771951e-04
3.01176013e-04
2.92174551e-04
2.87745310e-04
2.82274093e-04
2.80458113e-04
2.78597785e-04
2.75110618e-04
2.72826976e-04
2.70505269e-04
2.62878191e-04
2.62092471e-04
2.58507997e-04
2.55377795e-04
2.53643497e-04
2.50700490e-04
2.47216494e-04
2.43920854e-04
2.39848539e-04
2.39064137e-04
2.35889044e-04
2.34429329e-04
2.33186138e-04
2.30139857e-04
2.24532909e-04
2.23238869e-04
2.20595817e-04
2.15477045e-04
2.14091001e-04
2.10299608e-04
2.09768704e-04
2.06637099e-04
1.99565662e-04
1.97346040e-04
1.95228574e-04
1.94294129e-04
1.92341187e-04
1.89341596e-04
1.86440138e-04
1.81991836e-04
1.79750329e-04
1.79204791e-04
1.75814906e-04
1.73142962e-04
1.71174955e-04
1.69317613e-04
1.67494690e-04
1.65811840e-04
1.60525657e-04
1.59609315e-04
1.54349764e-04
1.52773079e-04
1.50378281e-04
1.49494377e-04
1.47267565e-04
1.46645683e-04
1.44796611e-04
1.43828458e-04
1.39430687e-04
1.38156893e-04
1.36408367e-04
1.34957051e-04
1.33955822e-04
1.31596347e-04
1.29319009e-04
1.28250458e-04
1.27549327e-04
1.23577195e-04
1.21238063e-04
1.20698299e-04
1.16775220e-04
1.15440759e-04
1.14971166e-04
1.12035356e-04
1.09062315e-04
1.08121239e-04
1.07300009e-04
1.06210875e-04
1.03785031e-04
1.01213311e-04
1.00752377e-04
1.00056579e-04
9.85735097e-05
9.77738196e-05
9.68566228e-05
9.57639761e-05
9.41886116e-05
9.21009261e-05
8.99307529e-05
8.92940111e-05
8.77700408e-05
8.66718122e-05
8.42469664e-05
8.33469265e-05
8.27811056e-05
8.16438193e-05
7.97452889e-05
7.81748825e-05
7.78938419e-05
7.70867194e-05
7.58826331e-05
7.49221506e-05
7.35661628e-05
7.23437016e-05
7.18852280e-05
7.14572778e-05
7.00813038e-05
6.94454739e-05
6.84268461e-05
6.68636923e-05
6.56387486e-05
6.42806497e-05
6.34438091e-05
6.19363027e-05
6.09802708e-05
6.06421733e-05
5.98657925e-05
5.89362838e-05
5.81781940e-05
5.68822160e-05
5.65799532e-05
5.54997560e-05
5.47940438e-05
5.42949037e-05
5.32255023e-05
5.26886858e-05
5.07083507e-05
4.97170247e-05
4.92562861e-05
4.85409886e-05
4.76578993e-05
4.75275099e-05
4.65199501e-05
4.55880051e-05
4.48303904e-05
4.43551164e-05
4.37027893e-05
4.28584621e-05
4.17346432e-05
4.16571798e-05
4.10793988e-05
4.05558508e-05
4.02374412e-05
3.89083669e-05
3.81428233e-05
3.76324750e-05
3.74550783e-05
3.71539756e-05
3.65113883e-05
3.63815109e-05
3.59645994e-05
3.57708883e-05
3.52276285e-05
3.40817240e-05
3.34985598e-05
3.29230112e-05
3.22836947e-05
3.20267909e-05
3.15396424e-05
3.08561024e-05
3.07521359e-05
2.99503269e-05
2.93672261e-05
2.87866673e-05
2.83575403e-05
2.77041108e-05
2.74159840e-05
2.69846736e-05
2.67586992e-05
2.66623356e-05
2.64661097e-05
2.60641331e-05
2.53544778e-05
2.46762710e-05
2.44731286e-05
2.36727649e-05
2.34745089e-05
2.30320697e-05
2.27109042e-05
2.23612839e-05
2.19489397e-05
2.17814494e-05
2.14599123e-05
2.11900924e-05
2.09055224e-05
2.00440346e-05
1.98405720e-05
1.97296175e-05
1.90365464e-05
1.89771290e-05
1.88922391e-05
1.84217213e-05
1.83308596e-05
1.77770857e-05
1.71927741e-05
1.71128040e-05
1.68351351e-05
1.62660275e-05
1.58528596e-05
1.56026310e-05
1.52760257e-05
1.51594237e-05
1.42386110e-05
1.40096209e-05
1.35145270e-05
1.33280854e-05
1.32117185e-05
1.29382088e-05
1.24005198e-05
1.21744454e-05
1.17605943e-05
1.16287470e-05
1.10212662e-05
1.08302732e-05
1.06349148e-05
1.04807473e-05
1.03072779e-05
9.99189623e-06
9.84490588e-06
9.65969801e-06
9.49977224e-06
9.17983226e-06
8.97864877e-06
8.81572151e-06
8.78418992e-06
8.61807405e-06
8.57965680e-06
8.00104822e-06
7.89502448e-06
7.64036267e-06
7.43801903e-06
7.23510412e-06
7.03773079e-06
6.83666052e-06
6.59651477e-06
6.52374607e-06
6.34758887e-06
6.04286691e-06
5.94293808e-06
5.63609137e-06
5.57440602e-06
5.32138318e-06
5.18224019e-06
5.08420104e-06
4.96896696e-06
4.80842071e-06
4.74269516e-06
4.54425813e-06
4.47770653e-06
4.26469643e-06
4.02866844e-06
3.92983728e-06
3.88014981e-06
3.80232086e-06
3.62132819e-06
3.61204940e-06
3.34317053e-06
3.26517447e-06
3.07713079e-06
3.01125813e-06
2.66795289e-06
2.58448945e-06
2.48874740e-06
2.34251373e-06
2.28907331e-06
2.08696275e-06
2.05570638e-06
2.01591518e-06
1.87547044e-06
1.68274047e-06
1.61201701e-06
1.53088171e-06
1.48733392e-06
1.39973766e-06
1.38531178e-06
1.25923609e-06
1.16929770e-06
1.15429599e-06
1.03803248e-06
9.72688957e-07
8.82697485e-07
7.67604889e-07
7.27673457e-07
6.61037056e-07
6.10522447e-07
5.26939505e-07
4.75666281e-07
4.24404837e-07
3.97179491e-07
3.55135302e-07
3.08466998e-07
3.04077690e-07
2.83325071e-07
2.49001040e-07
2.32438561e-07
1.89528484e-07
1.78730619e-07
1.77382725e-07
1.56141862e-07
1.38913422e-07
1.08729378e-07
1.01154751e-07
1.00310063e-07
8.73354426e-08
7.94794747e-08
7.12790419e-08
4.77345319e-08
4.46485461e-08
3.59102072e-32
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33
1.81639005e-33]
